x,y,d
56.421187949,142.54449181,-6050
52.8499718795,143.722222771,-6800
56.1472592827,142.634829181,-6800
53.0189942085,143.666481862,-7000
56.0574055724,142.664461523,-7000
52.9775777769,143.680140351,-6950
56.0807724548,142.656755492,-6950
50.7642001229,144.410077533,-6100
56.4038903359,142.550196291,-6100
53.1472601989,143.624181754,-7150
55.9829259816,142.689023722,-7150
53.1041715922,143.638391699,-7100
56.0085159686,142.680584547,-7100
53.0607843328,143.652700136,-7050
56.0333309491,142.672400956,-7050
53.2758375991,143.581778947,-7300
55.906764149,142.714140698,-7300
53.2311416626,143.596518965,-7250
55.929509366,142.706639683,-7250
53.1892062909,143.610348591,-7200
55.9565241442,142.697730634,-7200
54.0747343488,143.318315348,-8050
55.452351221,142.863998944,-8050
54.1948207423,143.278712742,-8200
55.2758390987,142.922209869,-8200
54.1191971716,143.303652208,-8100
55.4044737609,142.879788178,-8100
54.158175564,143.290797746,-8150
55.344858675,142.899448297,-8150
53.4657838703,143.51913765,-7500
55.817763942,142.743491569,-7500
53.4158857239,143.535593275,-7450
55.8411153724,142.735790634,-7450
53.3674505411,143.551566438,-7400
55.8638067685,142.728307368,-7400
53.3211735985,143.566827846,-7350
55.8852854927,142.721224022,-7350
53.9808134102,143.349288998,-7950
55.5470212553,142.832778254,-7950
54.0282923984,143.333631174,-8000
55.4998656923,142.848329418,-8000
53.6900648746,143.445173298,-7700
55.7131503592,142.777991485,-7700
53.8693686472,143.386041731,-7850
55.6178795785,142.809410292,-7850
53.6310482003,143.46463607,-7650
55.7423889274,142.768349064,-7650
53.9283890856,143.366577717,-7900
55.5845647803,142.820396989,-7900
53.5750195427,143.483113441,-7600
55.7690247067,142.759565003,-7600
53.5191531063,143.501537315,-7550
55.7937434355,142.751413154,-7550
54.2308924005,143.266816876,-8250
55.2068209557,142.944970968,-8250
54.3005988127,143.243828796,-8350
55.0229010517,143.005624864,-8350
54.2663799128,143.255113652,-8300
55.1147834327,142.975323498,-8300
53.7500483466,143.425391691,-7750
55.6821447706,142.788216641,-7750
53.8103489419,143.405505502,-7800
55.6503968233,142.798686615,-7800
7.96148205696,158.525741588,-2650
11.5053949935,157.357014771,-2650
8.07905002737,158.486969519,-2600
11.4796564281,157.365502946,-2600
3.71018523297,159.9277525,-2700
4.34892887666,159.71710488,-2700
7.83539197745,158.567324116,-2700
11.5311249463,157.348529437,-2700
3.68008739161,159.937678295,-2750
4.37318979068,159.709104011,-2750
7.6980861293,158.612605428,-2750
11.5568482294,157.340046302,-2750
3.64916371671,159.947876437,-2800
4.3934244072,159.702430953,-2800
7.53664441023,158.665846371,-2800
11.582564845,157.331565366,-2800
8.17367408854,158.45576399,-2550
11.45036114,157.375164071,-2550
8.26312330733,158.426265042,-2500
11.4159623854,157.38650824,-2500

