x,y,d
8.43142363966,158.370762236,-2400
11.3475150966,157.409081081,-2400
8.35083409634,158.397339402,-2450
11.3816805723,157.397813844,-2450
8.72424068466,158.274195775,-2250
11.2217440657,157.450558391,-2250
8.87367529309,158.224914588,-2200
11.164632029,157.469393044,-2200
9.09716623826,158.151210785,-2150
10.2186075999,157.78137704,-2150
10.6984792626,157.623122904,-2150
11.1027785294,157.489791357,-2150
9.72976211746,157.942590601,-2100
10.0644437197,157.832217866,-2100
49.5840230316,144.799281399,-5400
57.4454459966,142.206707595,-5400
62.3361988523,140.593814129,-5400
49.6354780829,144.782312331,-5450
57.4260854564,142.213092397,-5450
62.3757456111,140.580772229,-5450
49.1296364827,144.949130945,-5050
49.2141288291,144.921266696,-5100
49.2913416145,144.895803132,-5150
49.3561030109,144.874445841,-5200
49.4188556132,144.853751019,-5250
49.4765880551,144.834711766,-5300
49.531004217,144.816766171,-5350
47.9315437791,145.344243098,-4700
47.9830572974,145.327254749,-4750
48.0343593191,145.310336148,-4800
48.1183374691,145.282641474,-4850
48.2489186155,145.239577863,-4900
48.8108832935,145.054250739,-4950
49.0085080603,144.989077196,-5000
47.8757711377,145.362636039,-4650
44.7243599768,146.401921937,-4550
45.7724072982,146.056292393,-4550
47.7506639836,145.403894414,-4550
44.8775092487,146.351415712,-4600
45.6567268815,146.094441977,-4600
47.8175461098,145.381837739,-4600
42.6591625955,147.082991592,-4350
42.8010645122,147.036194569,-4400
42.943521648,146.989214443,-4450
43.092464066,146.940095573,-4500
43.8603019346,146.686874706,-4500
44.5790490372,146.449843202,-4500
45.8797484197,146.020892977,-4500
47.6728122928,145.429568678,-4500
-2.80436911518,162.076150191,-4300
42.4590383037,147.14898944,-4300
-2.39658872175,161.941670622,-4250
42.3141284326,147.196778439,-4250
0.401777442386,161.018813419,-4000
41.8917064149,147.336086585,-4000
-0.0568565177236,161.170063695,-4050
41.9850304463,147.305309785,-4050
-0.599658427626,161.349071238,-4100
42.0631577527,147.279544627,-4100
-1.05954808077,161.500735622,-4150
42.1409682036,147.253883962,-4150
-1.9119328413,161.781838726,-4200
42.2226205754,147.226956293,-4200
2.82228805058,160.220567043,-3650
40.8276863759,147.68698368,-3650
2.66433125499,160.272658713,-3700
40.9497647488,147.64672415,-3700
2.47516493048,160.335042795,-3750
41.0678505612,147.607781304,-3750
2.22975859694,160.415973949,-3800
41.198617825,147.564656314,-3800
2.01283856755,160.487510767,-3850
41.3484832354,147.515233056,-3850
1.76534941289,160.569128803,-3900
41.5346881579,147.453825598,-3900
1.10365315588,160.787345834,-3950
41.7623609642,147.378742683,-3950
3.33050666105,160.052964529,-3300
11.8194631417,157.253440029,-3300
29.9435724648,151.276393475,-3300
40.2051986937,147.892270339,-3300
3.29224707397,160.06558194,-3350
11.8434369381,157.245533848,-3350
29.8253103657,151.315394458,-3350
40.2611171434,147.873829313,-3350
3.23963953401,160.08293108,-3400
11.8673604456,157.237644251,-3400
29.7183315484,151.350674391,-3400
40.3191329399,147.854696614,-3400
3.18795580869,160.099975561,-3450
11.8912674357,157.229760101,-3450
29.592085832,151.392308246,-3450
40.3926132149,147.830463974,-3450
3.13717166413,160.116723374,-3500
11.9151579246,157.221881393,-3500
29.4254984944,151.447246133,-3500
40.4754203235,147.80315549,-3500
3.05756377455,160.142976805,-3550
11.9392960038,157.213921034,-3550
21.008974407,154.222883567,-3550
21.6489265717,154.011837395,-3550
27.0554243939,152.228859341,-3550
28.4875531255,151.756565782,-3550
29.1215570201,151.547481257,-3550
40.589289279,147.765603297,-3550
2.9607096517,160.174917773,-3600
11.9634329709,157.205961041,-3600
14.5487953503,156.35334914,-3600
15.9769301978,155.882372701,-3600
20.9276392652,154.249706619,-3600
21.7049380384,153.993365693,-3600
27.009653319,152.243953923,-3600
40.7095820484,147.725932632,-3600
3.56077926758,159.97702424,-2950
4.45493455519,159.682145872,-2950
7.0600446941,158.82302147,-2950
11.6581935813,157.306624197,-2950
3.53286548714,159.986229767,-3000
4.48227269411,159.673130183,-3000
6.67910541479,158.948649261,-3000
11.6814605091,157.29895113,-3000
30.9650344299,150.939531365,-3000
39.9298258358,147.983083982,-3000
3.50498376266,159.995424721,-3050
4.5140782982,159.662641195,-3050
6.2798159274,159.080328662,-3050
11.7046573958,157.291301161,-3050
30.8153177598,150.988905571,-3050
39.9760489786,147.967840315,-3050
3.47712181814,160.004613153,-3100
4.54806963335,159.651431386,-3100
6.10736344548,159.137200781,-3100
11.7277845536,157.283674188,-3100
30.6978486697,151.027645032,-3100
40.0249120246,147.95172605,-3100
3.44055756486,160.016671469,-3150
4.59590794369,159.635655063,-3150
5.93027097903,159.195603095,-3150
11.7508422929,157.276070107,-3150
30.5779254051,151.06719384,-3150
40.0695447959,147.937006864,-3150
3.40369207392,160.028829129,-3200
4.6512896785,159.617391037,-3200
5.6795555615,159.278285101,-3200
11.7738309223,157.268488818,-3200
30.4208592171,151.118991802,-3200
40.1115717261,147.923147042,-3200
3.36700889444,160.040926666,-3250
4.71560991736,159.596179233,-3250
5.41220014456,159.366454718,-3250
11.796747,157.260931456,-3250
30.0877325906,151.22885173,-3250
40.1527210368,147.909576646,-3250
3.61876885997,159.957900184,-2850
4.41365877757,159.695757975,-2850
7.37375221293,158.719565659,-2850
11.6082747955,157.323086628,-2850
3.58872516157,159.967808123,-2900
4.43389290183,159.689085079,-2900
7.23773380504,158.764422393,-2900
11.6339705755,157.314612564,-2900
51.457086975,144.181574333,-6100
51.9031019048,144.034485615,-6100
62.7473423021,140.458225478,-5700
66.7385938551,139.141973412,-5700
69.0743658036,138.371672515,-5500
72.5980545486,137.209615318,-5500
57.7355279601,142.11104312,-4400
61.2446428655,140.953792147,-4400
57.5017455765,142.188140878,-5250
62.2094130083,140.635626109,-5250
57.721153563,142.115783571,-4450
61.289645011,140.938951146,-4450
57.7083609091,142.120002387,-4500
61.3380778824,140.922978746,-4500
57.6960865454,142.124050279,-4550
61.3903189306,140.905750469,-4550
57.6834406498,142.128220697,-4600
61.4432340611,140.88829989,-4600
57.6580614042,142.136590374,-4700
61.5622280011,140.849057558,-4700
57.8379596704,142.077262751,-4050
60.9686022019,141.044826022,-4050
57.8229826799,142.082201928,-4100
61.004379586,141.033027203,-4100
57.8080701947,142.087119831,-4150
61.0407961384,141.021017596,-4150
57.7932217977,142.092016599,-4200
61.0778691854,141.008791487,-4200
57.7786508647,142.096821864,-4250
61.1156166868,140.996342954,-4250
57.7642766109,142.101562267,-4300
61.1565337335,140.982849155,-4300
57.7499023094,142.106302686,-4350
61.2002769222,140.968423338,-4350
57.9376340699,142.0443917,-3750
60.7806677525,141.106803851,-3750
57.9192624607,142.050450368,-3800
60.8109267351,141.096824914,-3800
57.9008907629,142.056509066,-3850
60.8416173715,141.086703624,-3850
57.8845435289,142.061900127,-3900
60.8727489889,141.076436906,-3900
57.8688364977,142.067080059,-3950
60.9043311861,141.066021593,-3950
57.8531294126,142.072260009,-4000
60.9354283672,141.055766231,-4000
57.5197708467,142.182196427,-5200
62.1624535598,140.651112598,-5200
58.0619442464,142.003396157,-3450
60.6136694395,141.161877271,-3450
58.0406927948,142.010404552,-3500
60.640251685,141.153110864,-3500
58.0194412328,142.017412983,-3550
60.6672981224,141.144191374,-3550
57.5372935274,142.176417722,-5150
62.1160799126,140.666405898,-5150
57.9981895602,142.024421451,-3600
60.69482104,141.135114748,-3600
57.9776060621,142.031209565,-3650
60.7228331644,141.12587679,-3650
57.9573457974,142.037891082,-3700
60.7513476805,141.11647315,-3700
58.2232110322,141.950212904,-3150
60.4537974236,141.214600551,-3150
57.5518844821,142.171605855,-5100
62.0679766065,140.682269613,-5100
58.1945490024,141.959665191,-3200
60.4790632034,141.206268294,-3200
58.1668178545,141.968810488,-3250
60.5053399881,141.197602623,-3250
58.1389723382,141.977993502,-3300
60.532097327,141.188778473,-3300
58.1110503069,141.987201749,-3350
60.5593485448,141.179791449,-3350
58.0842268285,141.996047711,-3400
60.5886059654,141.170142812,-3400
57.6453278535,142.140789699,-4750
61.6259823149,140.828032387,-4750
57.6325648829,142.144998726,-4800
61.6909322457,140.80661292,-4800
57.6197723908,142.149217489,-4850
61.7609817751,140.783511686,-4850
57.6069396096,142.153449538,-4900
61.8309292632,140.760444103,-4900
57.5940957048,142.157685257,-4950
61.8942179125,140.7395725,-4950
57.5801402774,142.162287537,-5000
61.9552078839,140.719458966,-5000
57.5660703406,142.166927581,-5050
62.0156568694,140.69952384,-5050
69.8370656973,138.120146071,-5250
72.3533492034,137.290315297,-5250
69.7687032745,138.142690924,-5300
72.3983185245,137.275485121,-5300
69.6799202898,138.171970157,-5350
72.4422481011,137.260997837,-5350
69.5838915196,138.203638937,-5400
72.4876299727,137.246031609,-5400
69.4237088289,138.256464673,-5450
72.542842812,137.227823282,-5450
70.2031211803,137.999426722,-4900
72.0871776651,137.378094489,-4900
70.1620725915,138.012963902,-4950
72.1213489101,137.366825349,-4950
70.116412173,138.028021991,-5000
72.157521119,137.354896323,-5000
70.0676378567,138.044106994,-5050
72.1943802687,137.342740755,-5050
70.0160779547,138.06111064,-5100
72.2316976684,137.330434062,-5100
69.9621858826,138.078883399,-5150
72.2696423992,137.317920486,-5150
69.9014015765,138.098929108,-5200
72.3087220343,137.305032636,-5200
70.4725489535,137.910573675,-4550
71.8628343763,137.452079382,-4550
70.4368064979,137.922360975,-4600
71.8944904045,137.441639721,-4600
70.400488139,137.9343382,-4650
71.9254737593,137.431421897,-4650
70.3635798781,137.946509964,-4700
71.9578376483,137.420748795,-4700
70.3257222307,137.958994822,-4750
71.9897114465,137.410237317,-4750
70.285414823,137.972287572,-4800
72.0217034782,137.399686848,-4800
70.2431108348,137.986238762,-4850
72.0542600323,137.388950207,-4850
70.6044905403,137.867061412,-4350
71.7271310983,137.496832191,-4350
70.5720315054,137.877765892,-4400
71.7633675753,137.48488197,-4400
70.6366642548,137.856451027,-4300
71.6907354446,137.508834906,-4300
70.539337271,137.888547937,-4450
71.7961954147,137.474055865,-4450
70.6682601489,137.846031197,-4250
71.6549113168,137.520649141,-4250
70.505937823,137.89956255,-4500
71.8294343133,137.463094198,-4500
70.7009331212,137.835256164,-4200
71.6193775968,137.532367603,-4200
71.0287978236,137.727131535,-3850
71.2534366894,137.653049166,-3850
70.9040622934,137.768267354,-3950
71.4148450886,137.599819212,-3950
70.9661354886,137.747796589,-3900
71.3513492502,137.620759142,-3900
70.8478807918,137.786795131,-4000
71.4557138828,137.586341325,-4000
70.808085142,137.799919111,-4050
71.4970788915,137.572699795,-4050
70.7702816643,137.812386104,-4100
71.5404200347,137.558406567,-4100
70.7354240635,137.823881593,-4150
71.5850615824,137.543684486,-4150
64.4615165352,139.892917743,-5750
65.6968501683,139.485524116,-5750
64.8793355769,139.755127586,-5800
65.1956582731,139.65080933,-5800
27.1009851725,152.213834112,-3500
28.2974689362,151.819252561,-3500
27.151536359,152.197163125,-3450
28.1002963307,151.88427699,-3450
27.2055102715,152.179363376,-3400
27.9374876754,151.937968727,-3400
27.2630372635,152.160391878,-3350
27.8397689426,151.97019483,-3350
27.3400015057,152.13501028,-3300
27.7280741492,152.007030018,-3300
16.4591648131,155.7233393,-3950
19.4256574208,154.745036637,-3950
22.0604762844,153.876114765,-3950
25.7326604657,152.665086106,-3950
26.4035907027,152.443823853,-3950
26.4266751268,152.436210973,-3950
21.2367357245,154.147771462,-3450
21.4375058253,154.081560636,-3450
16.6554255979,155.658615577,-4050
17.7410025243,155.300609359,-4050
18.3951260103,155.084889708,-4050
18.3987373399,155.083698749,-4050
18.9210435569,154.911450363,-4050
19.31681355,154.780931636,-4050
22.229176323,153.820480142,-4050
22.5716453877,153.707539224,-4050
22.8326247279,153.621472337,-4050
25.6123553886,152.704760831,-4050
16.5607531554,155.689837061,-4000
19.3716991433,154.76283123,-4000
22.1255928166,153.854640355,-4000
25.6691000204,152.686047342,-4000
17.0194173893,155.538576801,-4300
17.4784418503,155.387197745,-4300
16.9392191811,155.565024911,-4250
17.5552751085,155.361859343,-4250
15.1603756325,156.15165957,-3450
15.5810552558,156.012926039,-3450
21.1063463031,154.190771845,-3500
21.568329499,154.038417044,-3500
23.5947189692,153.370145628,-4300
25.2486739329,152.824697262,-4300
23.6908626233,153.338438961,-4350
25.167724929,152.851392972,-4350
24.0363599503,153.22449937,-4550
24.7000948666,153.005610021,-4550
23.160478692,153.51335125,-4150
25.4913830294,152.744655614,-4150
19.0275519387,154.876325572,-4100
19.2254674276,154.811056152,-4100
22.9819959745,153.572212047,-4100
25.5562792071,152.723253874,-4100
17.7886601903,155.284892609,-4000
18.3320817283,155.105680722,-4000
18.4982520631,155.050880356,-4000
18.8346392435,154.939945148,-4000
17.8394428101,155.268145299,-3950
18.2701380003,155.126108791,-3950
17.9183191711,155.242133114,-3900
18.1929072209,155.151578289,-3900
18.0108346922,155.211622949,-3850
18.0772056625,155.189734845,-3850
16.7344978628,155.632538786,-4100
17.6917004375,155.316868413,-4100
16.8723455507,155.587078784,-4200
17.608553384,155.344289005,-4200
17.1340466769,155.500773863,-4350
17.3624165231,155.425461075,-4350
12.3266172199,157.086188581,-4150
13.7210202958,156.62633635,-4150
12.3836195178,157.067390118,-4200
13.4144260616,156.727446313,-4200
12.1615813772,157.140614809,-3950
14.1382101428,156.488753692,-3950
12.1971588825,157.128881907,-4000
14.0394768525,156.52131438,-4000
12.1322788962,157.150278307,-3900
14.1889105981,156.472033478,-3900
12.2396347751,157.114874025,-4050
13.9342079645,156.556030406,-4050
12.2828277305,157.100629667,-4100
13.8351625486,156.588694028,-4100
14.688200448,156.307375529,-3550
15.9013974192,155.907282225,-3550
14.9148801035,156.232620139,-3500
15.7812657719,155.946899755,-3500
16.8002043508,155.610869818,-4150
17.6494883452,155.330789298,-4150
8.61395459163,158.310566396,-2300
11.278777663,157.431749607,-2300
34.8554482327,149.656534005,-1400
38.1493919434,148.570243112,-1400
34.9008234592,149.641569968,-1350
38.110851969,148.58295299,-1350
36.7674690019,149.02597959,-50
37.4818871195,148.790375717,-50
34.9910340309,149.611819939,-1250
38.0384010759,148.606846156,-1250
34.9470912487,149.626311578,-1300
38.0745918059,148.594911022,-1300
35.0351135467,149.597283207,-1200
38.0031371392,148.618475649,-1200
37.0250519714,148.941032773,0
37.4571651884,148.798528622,0
37.0929923988,148.918627087,50
37.3537904277,148.832619994,50
35.6322076966,149.400370935,-650
37.6986798712,148.718880873,-650
35.2643456671,149.521686054,-950
37.8498935574,148.669012975,-950
35.7014582172,149.377533201,-600
37.6778265865,148.725757959,-600
35.2184716956,149.536814569,-1000
37.8798579929,148.659131175,-1000
35.1725964787,149.551943495,-1050
37.9103743481,148.64906736,-1050
35.1272986058,149.566882022,-1100
37.9411489994,148.638918364,-1100
35.0812173401,149.5820789,-1150
37.9719233715,148.628769459,-1150
36.5264225914,149.10547291,-100
37.4986511512,148.784847203,-100
36.3998973209,149.147198956,-150
37.5154151025,148.779318715,-150
35.3194168751,149.503524435,-900
37.8220263762,148.678203133,-900
35.3723957526,149.486052833,-850
37.7958762888,148.686827021,-850
35.4281174613,149.467676689,-800
37.769726014,148.695450971,-800
35.5017294049,149.443400626,-750
37.7448322784,148.703660534,-750
35.5652368396,149.422456872,-700
37.7209829679,148.711525662,-700
31.5179090004,150.757202016,-2800
39.6556928638,148.07348873,-2800
31.4094782801,150.792960765,-2850
39.7404288845,148.045544121,-2850
31.2836962753,150.834441694,-2900
39.8182350842,148.019884859,-2900
31.1348265267,150.883536599,-2950
39.8756188119,148.000960607,-2950
32.3231178668,150.491656781,-2450
39.2936420897,148.192887388,-2450
32.2206264348,150.525456845,-2500
39.3278109762,148.181619026,-2500
32.102520388,150.564406364,-2550
39.3643079256,148.169582905,-2550
31.976297864,150.60603257,-2600
39.4021987076,148.15708712,-2600
31.8552756711,150.645943788,-2650
39.4456932716,148.142743296,-2650
31.7371358554,150.684904443,-2700
39.5104873681,148.121375221,-2700
31.6281606588,150.720842751,-2750
39.578248907,148.09902853,-2750
32.7853732642,150.339212212,-2100
39.0801333671,148.263299211,-2100
32.7317729167,150.356888765,-2150
39.1099881848,148.253453561,-2150
32.6771119386,150.374915097,-2200
39.138584162,148.244023057,-2200
32.6193835972,150.393952997,-2250
39.16717993,148.234592622,-2250
32.5599462198,150.41355451,-2300
39.1968159159,148.224819139,-2300
32.487052422,150.43759374,-2350
39.2275141616,148.21469534,-2350
32.4153958731,150.461224944,-2400
39.262276507,148.203231264,-2400
23.3299184647,153.457472675,-4200
25.4148356726,152.76989973,-4200
23.4898591733,153.404726741,-4250
25.3392551552,152.794824998,-4250
23.8660207006,153.280674579,-4450
24.9598541429,152.919945492,-4450
23.9467701778,153.254044669,-4500
24.8572106714,152.953795696,-4500
23.7808042215,153.308777635,-4400
25.0563645029,152.888117891,-4400
34.8112158218,149.671121159,-1450
38.1939442426,148.555550463,-1450
32.9118964146,150.297486864,-2000
38.9805844962,148.296128865,-2000
32.843041167,150.320194243,-2050
39.0303593716,148.279713892,-2050
33.7060719604,150.035580245,-1650
33.7249495984,150.029354696,-1650
34.5988783458,149.741146723,-1650
38.4945696554,148.456408925,-1650
33.5045060856,150.102053504,-1700
33.8691658825,149.981794431,-1700
34.5210999583,149.766796814,-1700
38.6041849729,148.420259515,-1700
33.4497259085,150.120119146,-1750
34.0578977633,149.919553621,-1750
34.4295030372,149.797004039,-1750
38.6968064196,148.389714416,-1750
33.4025201705,150.135686857,-1800
38.7591344747,148.369159603,-1800
33.1753252432,150.210612175,-1850
38.8240042511,148.34776657,-1850
33.0737354774,150.244114884,-1900
38.8899467834,148.326019758,-1900
32.9777759725,150.275760821,-1950
38.9347697198,148.311237858,-1950
34.7630501551,149.687005439,-1500
38.2423703071,148.539580308,-1500
34.711012903,149.704166508,-1550
38.2995868236,148.5207112,-1550
34.6571172826,149.721940437,-1600
38.3755184687,148.495670136,-1600
35.8445195758,149.330353813,-500
37.6376132249,148.739019694,-500
35.9160364127,149.306768683,-450
37.6188592357,148.745204465,-450
36.2899087713,149.183471452,-200
37.5321789734,148.773790254,-200
35.9846119045,149.284153563,-400
37.6008198132,148.751153583,-400
36.2013809779,149.212666528,-250
37.5489427638,148.768261819,-250
36.0520781059,149.26190427,-350
37.5833463808,148.756916047,-350
36.1326712465,149.235325918,-300
37.5659839815,148.762641893,-300
35.7732439805,149.353859384,-550
37.6569731688,148.732635088,-550
49.8505893032,144.71137203,-5650
56.6073233042,142.483107294,-5650
57.064751345,142.332254711,-5650
57.3099652808,142.251387007,-5650
49.9131697493,144.690733982,-5700
56.5840210829,142.490792,-5700
57.1387278366,142.307858426,-5700
57.2244675831,142.279582805,-5700
49.9784540443,144.669204247,-5750
56.5575100058,142.499534937,-5750
50.0552115981,144.643890811,-5800
56.5309985628,142.508277994,-5800
52.5713269528,143.814115491,-6500
56.2594426251,142.597832877,-6500
52.5185073319,143.831534572,-6450
56.2751766528,142.592644042,-6450
50.3378994647,144.550664793,-5950
56.4557828038,142.53308297,-5950
52.4588945225,143.851193941,-6400
56.2943379081,142.586324961,-6400
52.3971008606,143.87157252,-6350
56.3149449418,142.579529085,-6350
50.2289341436,144.586599844,-5900
56.4788406333,142.52547886,-5900
50.1353944885,144.617447753,-5850
56.5044867539,142.517021172,-5850
52.3349225041,143.892077965,-6300
56.3346986454,142.573014624,-6300
50.4686948521,144.507530529,-6000
56.4384854383,142.53878737,-6000
52.8062023178,143.736657285,-6750
56.171231255,142.626923601,-6750
52.7617213448,143.751326412,-6700
56.1921436239,142.62002703,-6700
52.7165115314,143.766235898,-6650
56.2122401037,142.613399527,-6650
52.6699151884,143.78160264,-6600
56.2279743505,142.60821062,-6600
52.6216614753,143.797515956,-6550
56.2437085243,142.603021736,-6550
52.0732917142,143.97835969,-6150
56.386592599,142.555900813,-6150
52.9354632913,143.694029047,-6900
56.0979546197,142.651089084,-6900
52.1763348704,143.944377675,-6200
56.3692947383,142.561605376,-6200
52.2564674635,143.917951205,-6250
56.3519967538,142.567309979,-6250
52.8928451448,143.708083842,-6850
56.1220556841,142.643140932,-6850
50.6098340381,144.460985043,-6050
