x2,y,ELEV
78.3721148117,149.682071018,-5750
79.7563942956,150.153758177,-5750
81.5819410275,150.775805213,-5750
81.7345573776,150.827808565,-5750
82.9735425013,151.249987308,-5650
83.6421111669,151.477799147,-5650
82.441817789,151.068804446,-5700
84.0567368801,151.619081039,-5700
87.3451338441,152.739587872,-5650
87.6903652945,152.857223973,-5650
38.9213520565,136.239396754,-5700
40.1978027733,136.674341734,-5700
44.5620897415,138.161453364,-5700
52.1571397524,140.749433321,-5700
68.9743468777,146.47982284,-5700
72.0741998733,147.536084144,-5700
73.2575109096,147.939292186,-5700
73.6443386619,148.071102045,-5700
74.806508204,148.467106216,-5700
75.7738800739,148.796733935,-5700
78.0387772939,149.568487722,-5700
80.2900211758,150.335589194,-5700
80.4025976448,150.373949132,-5700
85.0323242184,151.951508142,-5700
86.0617000865,152.302263452,-5700
86.3175535411,152.389444393,-5700
88.1961118237,153.029554883,-5700
88.630626086,153.177613711,-5700
89.4546017231,153.458379793,-5700
39.0687497247,136.289621863,-5750
40.1059194537,136.643032896,-5750
44.713404753,138.21301329,-5750
51.9625134119,140.68311525,-5750
78.8792742306,149.854883364,-5800
79.1141603405,149.934919775,-5800
76.1810528992,148.935476288,-5650
77.6124291268,149.423211455,-5650
44.9143345424,138.281479234,-5850
51.5610020687,140.546302022,-5850
45.3966134404,138.445813652,-6250
49.5046736654,139.845617143,-6250
45.348101611,138.429283459,-6200
49.920311719,139.987243986,-6200
44.8274935205,138.251888537,-5800
51.7781677739,140.620300283,-5800
24.065090262,131.17719075,-2300
24.9920069453,131.493033542,-2300
24.0402467771,131.168725442,-2250
25.0459261821,131.511406285,-2250
24.0163242251,131.160573937,-2200
25.1132542145,131.534348017,-2200
25.1971053517,131.562919924,-2150
25.4020669687,131.632759695,-2150
26.134921865,131.882476785,-2350
26.9647496862,132.165236973,-2350
25.914737948,131.807450081,-2300
27.1410767477,132.225319645,-2300
27.7240572345,132.423967687,-2100
31.0232117491,133.548140109,-2100
28.0779241106,132.544546272,-2000
30.7754779059,133.463725889,-2000
27.8909543607,132.480837151,-2050
30.9134937359,133.510754177,-2050
46.2686573526,138.742958787,-6950
46.8167349172,138.929713812,-6950
