x2,y,ELEV
58.1430876144,145.928991812,-1350
58.3804785507,146.054048111,-1350
55.4218790408,144.495473424,-3050
59.1846842928,146.477699473,-3050
55.4014202712,144.484695851,-3100
59.2041565866,146.487957375,-3100
52.2931452076,142.847272868,-3600
52.5559055135,142.985693618,-3600
55.1626476978,144.358911713,-3600
59.4142086574,146.598611703,-3600
52.4571551074,142.933672422,-3550
52.5200816927,142.966821817,-3550
55.1865253878,144.371490355,-3550
59.3907457761,146.58625158,-3550
55.2103417747,144.384036703,-3500
59.3669696601,146.573726447,-3500
55.234808111,144.39692544,-3450
59.3445989775,146.561941689,-3450
55.5799927445,144.578766893,-2550
58.9876981662,146.373928216,-2550
55.5652668971,144.571009393,-2600
59.0073944846,146.384304133,-2600
55.5526461455,144.564360848,-2650
59.0300411721,146.396234289,-2650
55.5400255073,144.557712362,-2700
59.0572067403,146.410544968,-2700
55.5274049824,144.551063936,-2750
59.07862377,146.421827346,-2750
55.5139182438,144.543959193,-2800
59.0989740314,146.432547757,-2800
55.496430414,144.534746696,-2850
59.1161908302,146.441617477,-2850
48.4154302129,140.80451297,-5750
48.5172154127,140.858132879,-5750
55.3135712652,144.438417456,-3300
59.2880021798,146.532126793,-3300
55.3388463485,144.451732237,-3250
59.2670591899,146.521094136,-3250
55.360504385,144.463141577,-3200
59.2455799192,146.509778969,-3200
55.4785049056,144.525303632,-2900
59.1331213932,146.450536408,-2900
55.4601204279,144.515618786,-2950
59.1500521009,146.459455416,-2950
55.3809620526,144.473918569,-3150
59.2235552703,146.4981765,-3150
55.4412752535,144.505691247,-3000
59.1669829532,146.4683745,-3000
55.2602991749,144.410353999,-3400
59.3274462059,146.552905699,-3400
55.2869346757,144.424385441,-3350
59.3084698632,146.542909062,-3350
55.6856296178,144.634415843,-2200
58.8176818537,146.284364515,-2200
55.6701807749,144.626277473,-2250
58.8307402645,146.291243617,-2250
55.6551490328,144.618358831,-2300
58.8437987592,146.298122764,-2300
55.6401174522,144.610440273,-2350
58.8635764835,146.308541565,-2350
55.625086033,144.6025218,-2400
58.8986213166,146.327002999,-2400
55.6100547754,144.594603413,-2450
58.9307684722,146.343937952,-2450
55.5950236792,144.58668511,-2500
58.9603632505,146.359528326,-2500
55.7966115601,144.692880547,-1850
57.1680555766,145.415350054,-1850
57.54534342,145.614103309,-1850
58.7150964792,146.230323079,-1850
55.7798052339,144.684027063,-1900
57.3146470314,145.492573663,-1900
57.3863226314,145.530331992,-1900
58.7329147357,146.239709642,-1900
55.7641088899,144.675758311,-1950
58.7497562317,146.248581654,-1950
55.7484127091,144.667489646,-2000
58.7654490497,146.256848548,-2000
55.7327166915,144.659221066,-2050
58.7785071248,146.263727474,-2050
55.7170208371,144.650952572,-2100
58.7915652839,146.270606443,-2100
55.7013251459,144.642684165,-2150
58.8046235269,146.277485457,-2150
56.2103824639,144.910852887,-1400
56.6506683294,145.142793169,-1400
58.0301654185,145.869504992,-1400
58.4450241548,146.088050396,-1400
55.8903769829,144.74227568,-1650
56.8962367744,145.272157336,-1650
57.8013607539,145.748971896,-1650
58.6229622248,146.181787237,-1650
55.8679126922,144.730441609,-1700
56.9408977473,145.295684502,-1700
57.7530833373,145.723539607,-1700
58.6486581721,146.195323727,-1700
55.9190142973,144.757361666,-1600
56.8546334734,145.250240936,-1600
57.8375125352,145.768016465,-1600
58.5958136105,146.16748549,-1600
55.8450436271,144.718394306,-1750
56.988966556,145.321006898,-1750
57.702321124,145.696798339,-1750
58.6697575608,146.206438774,-1750
55.9566539821,144.777190055,-1550
56.820180475,145.232091277,-1550
57.8806664112,145.7907497,-1550
58.567085464,146.152351653,-1550
55.8208246884,144.705635896,-1800
57.0708874225,145.364162381,-1800
57.6182198382,145.652494223,-1800
58.6906535775,146.217446686,-1800
55.9959240627,144.797877327,-1500
56.7831292322,145.212572877,-1500
57.9322524201,145.817924939,-1500
58.536635693,146.136310873,-1500
56.0638375623,144.833653802,-1450
56.7412524239,145.190512394,-1450
57.9784420592,145.842257398,-1450
58.4965204231,146.11517836,-1450
51.8830115493,142.631216611,-3800
52.7228363916,143.073631928,-3800
55.0718353244,144.311072232,-3800
59.4957271111,146.641555196,-3800
51.949698667,142.666347034,-3750
52.6798382562,143.050980736,-3750
55.0937014213,144.322591177,-3750
59.4755886477,146.63094636,-3750
52.0410795082,142.714485981,-3700
52.6353411794,143.02753991,-3700
55.1162008562,144.334443761,-3700
59.4554504324,146.620337654,-3700
52.1669956403,142.780817939,-3650
52.5944134589,143.005979401,-3650
55.1391778175,144.346547904,-3650
59.4353124652,146.609729078,-3650
14.3197886963,122.843108045,-5700
21.081867179,126.405335484,-5700
40.1535002452,136.452171644,-5700
42.5151646441,137.696284049,-5700
45.5874773562,139.314762254,-5700
49.6239238047,141.441141049,-5700
14.390305916,122.880256146,-5750
21.0665666832,126.397275263,-5750
47.0431761086,140.081616713,-5750
49.2616528807,141.250298628,-5750
21.4507175321,126.599643914,-4700
22.6708192131,127.242387073,-4700
21.4306104925,126.589051631,-4750
22.77548366,127.297523754,-4750
21.4097954539,126.578086378,-4800
22.9222408239,127.374834657,-4800
21.3882343209,126.566728086,-4850
23.3018065784,127.574787904,-4850
21.6932510779,126.727409312,-4050
22.1205685398,126.952517907,-4050
21.6732437254,126.716869544,-4100
22.1536217597,126.96993017,-4100
21.6532365801,126.706329885,-4150
22.1875884554,126.987823647,-4150
21.6334942219,126.695929714,-4200
22.2253758717,127.007729859,-4200
21.6141252078,126.685726219,-4250
22.2608290139,127.026406388,-4250
21.5948605258,126.675577686,-4300
22.2962829943,127.045083359,-4300
21.5755960371,126.665429254,-4350
22.3331455903,127.064502381,-4350
21.8502295127,126.810104727,-3800
21.967208039,126.871728401,-3800
21.7993641028,126.783309096,-3850
22.0018304692,126.889967315,-3850
21.7548125322,126.759839563,-3900
22.0258163724,126.902602963,-3900
21.7292188541,126.746356948,-3950
22.0515807547,126.916175504,-3950
21.7119154832,126.737241623,-4000
22.0865333219,126.934588333,-4000
14.5754873795,122.977808769,-5850
21.0369960261,126.381697597,-5850
14.4682100649,122.921295643,-5800
21.0514367244,126.389304881,-5800
14.256761845,122.809905831,-5650
21.097341108,126.413487069,-5650
38.4160043407,135.536867925,-5650
43.2411675913,138.078738589,-5650
43.6672936168,138.303219542,-5650
49.8344129743,141.552025638,-5650
61.6235543677,147.762483423,-5650
14.1957156406,122.777747011,-5600
21.112991432,126.421731577,-5600
37.013711818,134.798147587,-5600
50.245747946,141.768714741,-5600
61.5453010149,147.721259967,-5600
14.1355640228,122.746059455,-5550
21.1288211804,126.430070606,-5550
36.5744708498,134.566757751,-5550
50.4519239038,141.877327153,-5550
61.4710758962,147.682158565,-5550
14.0857431181,122.719814064,-5500
21.1448827766,126.43853177,-5500
36.2260635991,134.383218641,-5500
50.6366865876,141.974659165,-5500
61.3908209538,147.639880682,-5500
13.9929665646,122.670939862,-5400
21.1779034422,126.455926883,-5400
35.3007935808,133.895791253,-5400
50.9062974376,142.116688745,-5400
61.2171453374,147.548389279,-5400
14.0395213984,122.695464704,-5450
21.1611009747,126.447075432,-5450
35.8285499013,134.173810512,-5450
50.7874017989,142.054055147,-5450
61.3047830192,147.59455635,-5450
13.669738583,122.500665059,-5050
21.3053699196,126.523075554,-5050
24.1377780804,128.015173301,-5050
24.2878983538,128.094255873,-5050
26.3337893565,129.172020511,-5050
51.2545796892,142.300162007,-5050
60.6037385799,147.22524982,-5050
13.7160284427,122.525050314,-5100
21.2851376214,126.512417286,-5100
26.3800385993,129.196384369,-5100
51.2251236734,142.284644732,-5100
60.6770988392,147.26389562,-5100
13.7615065201,122.549007926,-5150
21.2656842238,126.502169338,-5150
26.4272388062,129.22124919,-5150
51.194778494,142.268659051,-5150
60.7613985783,147.30830428,-5150
13.8079284228,122.573462741,-5200
21.2469656229,126.492308478,-5200
26.4753290636,129.246582886,-5200
27.9984540704,130.048957142,-5200
28.3984820526,130.259689782,-5200
51.1602329742,142.250460652,-5200
60.8648422954,147.362797887,-5200
13.8545485467,122.598021977,-5250
21.2289409808,126.482813191,-5250
26.549566116,129.285690575,-5250
27.715149228,129.899713638,-5250
31.8009046888,132.052068162,-5250
51.1118090772,142.224951198,-5250
60.9544788414,147.410017949,-5250
13.9010441519,122.622515618,-5300
21.2115724285,126.473663529,-5300
26.679887082,129.354342976,-5300
26.7680501876,129.400786837,-5300
27.4702675321,129.770711247,-5300
27.5278799239,129.801061152,-5300
33.6647340352,133.033923675,-5300
51.0588179601,142.197035756,-5300
61.0415013774,147.455860964,-5300
13.9466245173,122.646527115,-5350
21.1951385989,126.465006273,-5350
34.2862754972,133.361348454,-5350
51.0016834963,142.16693762,-5350
61.1319702434,147.503519487,-5350
13.2355989467,122.271962578,-4700
51.4265784411,142.390770046,-4700
53.9974327868,143.745082616,-4700
54.6024822603,144.063819502,-4700
60.2013259319,147.01326095,-4700
13.3207192195,122.316803491,-4750
51.404882421,142.379340696,-4750
54.0725811156,143.784670361,-4750
54.5469527285,144.034566836,-4750
60.2479379855,147.037815936,-4750
13.3901011254,122.353353514,-4800
51.3828608212,142.367739833,-4800
54.1584187322,143.829889167,-4800
54.4551026969,143.986180722,-4800
60.3022331188,147.066418327,-4800
13.454978931,122.387530802,-4850
51.3605062458,142.35596356,-4850
60.3610259114,147.097390061,-4850
13.5134169988,122.418315669,-4900
21.367322294,126.55571174,-4900
23.6676171476,127.767494991,-4900
51.3364298326,142.343280232,-4900
60.4137761831,147.125178627,-4900
13.5695583095,122.447890617,-4950
21.3482173571,126.54564736,-4950
23.8333242267,127.85478861,-4950
25.7921439735,128.886684567,-4950
26.2298962526,129.117290169,-4950
51.3107915229,142.329774105,-4950
60.4705555936,147.155089723,-4950
13.6184336263,122.473637877,-5000
21.3264288215,126.534169273,-5000
23.9693073021,127.92642378,-5000
