x,y,d
8.4776348978,154.061425261,-1750
9.43750458453,153.853298025,-1750
8.44785521037,154.06788235,-1800
9.50582283866,153.838484672,-1800
8.41852143383,154.074242752,-1850
9.58125747378,153.822128282,-1850
8.61502168922,154.03163587,-1500
9.18301632185,153.908478368,-1500
8.58878162862,154.037325467,-1550
9.22730337761,153.898875666,-1550
8.56196145577,154.043140848,-1600
9.27255215497,153.889064436,-1600
8.53514128775,154.048956229,-1650
9.32069373054,153.878625964,-1650
8.77988635659,153.995888489,-1250
8.97771686943,153.952993169,-1250
8.72737746181,154.007273921,-1300
9.03108878372,153.941420609,-1300
8.69522951133,154.014244517,-1350
9.0784421883,153.931153035,-1350
8.66823472912,154.020097759,-1400
9.10907089186,153.924511855,-1400
8.64150004412,154.025894604,-1450
9.1438895341,153.916962176,-1450
16.6699644438,152.285093616,-4100
18.1918167633,151.955112453,-4100
16.7304531063,152.271977942,-4150
18.0808274283,151.979178119,-4150
16.8027541637,152.256301002,-4200
17.938113481,152.01012259,-4200
16.8922522012,152.236895265,-4250
17.6504655278,152.072492903,-4250
19.8417871109,151.597351632,-3750
20.3878135322,151.478957468,-3750
20.7578393962,151.398725265,-4100
22.3435570885,151.05489626,-4100
46.9714145787,145.714871503,-5400
49.6318665278,145.138009334,-5400
54.9947392451,143.975184956,-5400
61.1435866407,142.64193876,-5400
67.988533571,141.15775825,-5400
47.1657594664,145.672731966,-5450
49.3997209256,145.188345149,-5450
55.0359453639,143.966250289,-5450
61.0592111849,142.660233775,-5450
68.010023063,141.153098713,-5450
46.3026915283,145.85986981,-5050
50.3699589785,144.977969755,-5050
54.6817178607,144.043056956,-5050
46.382099351,145.84265192,-5100
50.2941600186,144.99440514,-5100
54.7381069735,144.030830181,-5100
46.4599902666,145.825762939,-5150
50.2163841254,145.011269181,-5150
54.7926043438,144.019013591,-5150
46.5430638717,145.807750202,-5200
50.1325431476,145.029448306,-5200
54.8393523763,144.008877279,-5200
46.6285718671,145.78920962,-5250
50.0380746664,145.049931777,-5250
54.8759974432,144.000931579,-5250
61.3686453296,142.593139591,-5250
67.9242610995,141.171694363,-5250
46.7296605198,145.767290706,-5300
49.9302420663,145.073312973,-5300
54.9126420098,143.992985987,-5300
61.2993463261,142.608165599,-5300
67.9456594893,141.167054579,-5300
46.8401113809,145.743341796,-5350
49.8023680602,145.10103972,-5350
54.9494983669,143.984994474,-5350
61.2239733371,142.624508622,-5350
67.9670836305,141.162409212,-5350
45.3703717627,146.062023433,-4700
50.8344324885,144.877258597,-4700
53.2137149614,144.361362023,-4700
45.447142948,146.045377242,-4750
50.7734554928,144.890480156,-4750
53.2689991696,144.349374823,-4750
45.5217391769,146.029202643,-4800
50.7138559415,144.903403045,-4800
53.3250639009,144.337218384,-4800
45.678976096,145.995109176,-4850
50.6431204106,144.918740534,-4850
53.3896653805,144.323210933,-4850
46.0014848376,145.925180046,-4900
50.578060726,144.932847337,-4900
53.5020954587,144.298832873,-4900
46.1263910556,145.898096801,-4950
50.5108350963,144.947423778,-4950
53.6711801159,144.262170477,-4950
54.2802482141,144.130107072,-4950
54.5219928458,144.077689913,-4950
46.2186599295,145.878090267,-5000
50.4392658075,144.962942049,-5000
54.6170665244,144.057075217,-5000
45.3003796803,146.077199721,-4650
50.9090559352,144.861078097,-4650
53.1590652146,144.373211653,-4650
45.1547031447,146.108786566,-4550
51.037950461,144.833130072,-4550
53.0638594431,144.39385499,-4550
45.231681791,146.092095391,-4600
50.9678937176,144.848320381,-4600
53.1117123144,144.383479118,-4600
61.5066136531,142.563224108,-5150
67.8825106576,141.180747054,-5150
61.4364562286,142.578436246,-5200
67.9028884132,141.176328573,-5200
61.7385376513,142.512936343,-5000
67.8263168107,141.192931489,-5000
61.653289064,142.531420678,-5050
67.8451369629,141.188850741,-5050
61.5766376363,142.548040903,-5100
67.8638238345,141.184798893,-5100
62.7560302619,142.292314808,-4650
67.6891408949,141.222675156,-4650
62.6718743509,142.310562219,-4700
67.7119427511,141.217731061,-4700
62.561255164,142.334547627,-4750
67.7314194714,141.21350795,-4750
62.3921927033,142.37120521,-4800
67.7504839291,141.20937423,-4800
62.0817190863,142.438524781,-4850
67.7694906077,141.205253038,-4850
61.8260086755,142.49397012,-4950
67.8074069676,141.197031685,-4950
63.5793669696,142.113791832,-3750
67.2359159232,141.320947309,-3750
63.4202797822,142.14828649,-4000
67.3791186065,141.289896866,-4000
63.3850027092,142.15593557,-4050
67.4046419448,141.284362676,-4050
63.3468084638,142.164217176,-4100
67.4301568737,141.278830308,-4100
63.3074149419,142.17275882,-4150
67.4556363132,141.273305636,-4150
63.0873896602,142.220466601,-4400
67.575139029,141.247394025,-4400
63.1345315582,142.210244888,-4350
67.5533114561,141.252126868,-4350
62.9074418397,142.259484442,-4550
67.642877703,141.232706341,-4550
63.1803648955,142.200306908,-4300
67.5314838007,141.256859729,-4300
62.836615753,142.274841566,-4600
67.6656527778,141.227768053,-4600
63.2253553084,142.190551698,-4250
67.5065290304,141.262270638,-4250
63.2668282491,142.181559177,-4200
67.4811057685,141.267783129,-4200
61.9298202053,142.471460808,-4900
67.7884649269,141.201138862,-4900
63.0347970944,142.231870176,-4450
67.5975889065,141.242526249,-4450
62.9710439294,142.245693688,-4500
67.6201899145,141.237625703,-4500
69.2894557553,140.875681067,-5750
70.1093071252,140.697913813,-5750
71.2927515166,140.441309179,-5750
71.4742748744,140.401949717,-5750
69.4463433816,140.841663337,-5700
69.9532678016,140.731747606,-5700
68.2246188962,141.106568191,-5800
69.1436062453,140.907305418,-5800
70.2497683032,140.667457807,-5800
71.07652956,140.488192291,-5800
68.2819624637,141.094134464,-5850
68.9799723198,140.942785939,-5850
70.4128699591,140.632092697,-5850
70.8790414494,140.531013369,-5850
68.3559279522,141.078096628,-5900
68.8015892418,140.981464498,-5900
71.7419862375,140.343902227,-6000
72.9859223917,140.074181247,-6000
71.8188258077,140.327241208,-6150
72.941668118,140.083776841,-6150
71.7958660878,140.332219533,-6100
72.9554866745,140.080780582,-6100
71.7711151671,140.337586241,-6050
72.9702888066,140.077571056,-6050
71.9098032875,140.307514685,-6350
72.8831387888,140.096467675,-6350
71.8900397807,140.311799979,-6300
72.8966218198,140.093544168,-6300
71.7119598974,140.350412797,-5950
73.0015558943,140.070791456,-5950
71.8697103399,140.316207984,-6250
72.9106378069,140.090505101,-6250
71.68088493,140.35715074,-5900
73.0171893145,140.067401683,-5900
71.6406998389,140.365864019,-5850
73.0328226522,140.064011927,-5850
71.8432283616,140.321950035,-6200
72.9278494416,140.086773126,-6200
72.0324051097,140.280931099,-6700
72.7887556006,140.116932653,-6700
72.0118083753,140.285397061,-6650
72.8022391244,140.114009039,-6650
71.9949256826,140.289057712,-6600
72.8157225778,140.11108544,-6600
71.9780473654,140.292717415,-6550
72.8292059608,140.108161857,-6550
71.9611689691,140.296377134,-6500
72.8426892734,140.105238289,-6500
71.944290494,140.300036871,-6450
72.8561725156,140.102314736,-6450
71.9274119398,140.303696625,-6400
72.8696556874,140.099391198,-6400
72.1402609532,140.257544863,-7000
72.67262259,140.142113616,-7000
72.1223692617,140.261424295,-6950
72.6936409268,140.137556238,-6950
72.1044774552,140.265303751,-6900
72.7146590874,140.132998899,-6900
72.0865855338,140.269183231,-6850
72.7356331405,140.128451124,-6850
72.0686934973,140.273062737,-6800
72.7565020464,140.123926148,-6800
72.0508013458,140.276942268,-6750
72.7752720063,140.119856283,-6750
72.3057333884,140.221665701,-7300
72.5146772781,140.176360682,-7300
72.2735360263,140.228647011,-7250
72.5393722017,140.171006116,-7250
72.241338891,140.235628272,-7200
72.5686156027,140.164665309,-7200
72.2091419825,140.242609484,-7150
72.6013186003,140.157574363,-7150
72.1814741125,140.24860867,-7100
72.630585388,140.151228485,-7100
72.1600885197,140.253245679,-7050
72.6516040771,140.146671031,-7050
72.3701291422,140.207702858,-7400
72.3710564355,140.207501794,-7400
72.3379309774,140.214684342,-7350
72.4867574849,140.182414493,-7350
63.7366348605,142.07969165,-3400
67.0361484858,141.36426261,-3400
63.7159619773,142.084174123,-3450
67.0636797941,141.358293034,-3450
63.6952889841,142.08865662,-3500
67.0913391943,141.352295684,-3500
63.6739999168,142.093272699,-3550
67.1193718395,141.346217404,-3550
63.6519394255,142.098056046,-3600
67.1474379444,141.340131868,-3600
63.6296692375,142.10288486,-3650
67.1752293613,141.334105893,-3650
63.6050068632,142.108232369,-3700
67.2053251972,141.327580254,-3700
63.8581265301,142.053348777,-3050
66.8743724094,141.399340296,-3050
63.8413144928,142.056994108,-3100
66.8962152009,141.394604153,-3100
63.8245611724,142.060626708,-3150
66.9180952902,141.389859923,-3150
63.8078662591,142.064246643,-3200
66.9400279689,141.38510429,-3200
63.7912294455,142.067853981,-3250
66.962216243,141.380293237,-3250
63.7752297038,142.071323183,-3300
66.9844044315,141.375482203,-3300
63.757307634,142.075209201,-3350
67.0091855923,141.370108937,-3350
63.977784889,142.027403418,-2700
66.7232493848,141.432108095,-2700
63.9604204189,142.031168533,-2750
66.7455427311,141.427274259,-2750
63.9430660749,142.034931451,-2800
66.7677146014,141.422466763,-2800
63.9260222018,142.038627051,-2850
66.7889895174,141.417853752,-2850
63.9090126097,142.042315218,-2900
66.8098060028,141.413340142,-2900
63.8920029699,142.046003395,-2950
66.8311478949,141.408712608,-2950
63.8749975959,142.049690647,-3000
66.8525668186,141.404068372,-3000
64.1008499915,142.00071938,-2350
66.5586632317,141.467795086,-2350
64.0830621252,142.004576299,-2400
66.5828266114,141.462555774,-2400
64.0653376001,142.008419483,-2450
66.6070154487,141.457310941,-2450
64.0476760757,142.012249007,-2500
66.63145366,141.452012037,-2500
64.0300772138,142.016064945,-2550
66.6548553794,141.446937874,-2550
64.0125406788,142.019867368,-2600
66.6781773889,141.441880995,-2600
63.995149314,142.023638314,-2650
66.7008335684,141.436968486,-2650
64.2707750575,141.963874759,-2000
66.3490530432,141.513244578,-2000
64.2440056522,141.969679133,-2050
66.3894935695,141.504475914,-2050
64.2175446234,141.975416642,-2100
66.4287795459,141.495957589,-2100
64.1913866527,141.981088439,-2150
66.46232834,141.48868325,-2150
64.1662858924,141.986531003,-2200
66.4863829342,141.483467525,-2200
64.1417969668,141.991840903,-2250
66.5104374324,141.478251821,-2250
64.1190940015,141.996763556,-2300
66.5345252679,141.473028888,-2300
64.588904785,141.894895124,-1700
65.141377745,141.775103166,-1700
64.4778637776,141.918971995,-1750
65.3606160864,141.727566015,-1750
64.4308069815,141.929175256,-1800
65.9183275037,141.606638209,-1800
64.3853425923,141.939033237,-1850
66.1456172828,141.557355276,-1850
64.3406173197,141.948730957,-1900
66.2522479547,141.534234693,-1900
64.2996525254,141.957613297,-1950
66.3082228076,141.522097742,-1950
63.552078994,142.119708647,-3800
67.2645753167,141.314733132,-3800
63.524224564,142.125748285,-3850
67.2932344573,141.308519009,-3850
63.4918016877,142.132778493,-3900
67.3222888787,141.302219179,-3900
63.4578802957,142.140133622,-3950
67.3535951354,141.295431086,-3950
74.3924140251,139.769213584,-5200
74.7514195889,139.691370897,-5200
74.4464001508,139.757507846,-5150
74.6841722496,139.705952046,-5150
73.6312247399,139.934261219,-5350
74.1569799487,139.820262434,-5350
74.175916167,139.816156519,-5350
74.9120328449,139.656545344,-5350
73.6615746712,139.927680484,-5300
74.081659183,139.836594133,-5300
74.2620321193,139.797484115,-5300
74.8687552586,139.665929164,-5300
73.7090327254,139.917390219,-5250
73.9803499884,139.858560867,-5250
74.3310040916,139.782529016,-5250
74.8105618887,139.678547153,-5250
74.4996425603,139.745963367,-5100
74.5961079918,139.725046899,-5100
73.7599329538,139.906353592,-5200
73.8648761582,139.8835989,-5200
73.4657304889,139.970145111,-5600
75.1651603463,139.601660053,-5600
73.4950080401,139.9637969,-5550
75.1013844367,139.615488496,-5550
73.5279485257,139.956654459,-5500
75.0449234745,139.62773085,-5500
73.5632805881,139.948993456,-5450
74.9995121789,139.637577319,-5450
73.5986121166,139.941332569,-5400
74.9552291892,139.647179139,-5400
68.1867323378,141.114783082,-5750
73.0662824326,140.056756889,-5750
-1.89413915576,156.310322886,-4350
44.6556703093,146.216991175,-4350
-2.82374452002,156.511887949,-4400
44.7830214151,146.189377808,-4400
44.9222919652,146.159179965,-4450
51.1725168193,144.803952232,-4450
52.778172727,144.455800051,-4450
45.0498697563,146.131517446,-4500
51.105138106,144.818561867,-4500
52.9253164328,144.423895082,-4500
51.4767952095,144.737975964,-4250
52.3694865186,144.544414925,-4250
51.3886896167,144.75707978,-4300
52.4597860247,144.524835406,-4300
51.3139494909,144.773285579,-4350
52.5519095438,144.504860389,-4350
-1.12806113295,156.144215233,-4300
44.5444354605,146.241110075,-4300
51.8651602226,144.653767308,-4100
51.990568916,144.626575112,-4100
51.6828489668,144.693297609,-4150
52.1590311588,144.590047673,-4150
51.5605160061,144.719822898,-4200
52.2721316545,144.565524247,-4200
51.2433356232,144.788596688,-4400
52.6575452222,144.481955549,-4400
-0.732222992985,156.058386189,-4250
44.4320382164,146.265481017,-4250
56.9655148045,143.547864379,-7200
58.6391426771,143.184973929,-7200
57.0388110679,143.53197165,-7250
58.5517225,143.203929127,-7250
57.1141216087,143.515642168,-7300
58.4245434943,143.231505177,-7300
57.2023706789,143.496507242,-7350
58.2170222549,143.276501725,-7350
57.3014222272,143.47503003,-7400
57.9623832901,143.331714744,-7400
57.4531983671,143.442120617,-7450
57.8068481914,143.365439208,-7450
47.7618712871,145.543477852,-5550
48.8732461165,145.302499964,-5550
1.01964239227,155.678531606,-4000
43.7681411573,146.409432911,-4000
0.747821513697,155.737470156,-4050
43.9125046955,146.378130761,-4050
0.413523885861,155.809955455,-4100
44.0626631378,146.345572111,-4100
0.120939447349,155.87339614,-4150
44.1973686798,146.316364092,-4150
-0.142709233715,155.930562724,-4200
44.3174329576,146.290330719,-4200
2.58614105402,155.338869837,-3650
43.0778992483,146.559097123,-3650
2.48826107714,155.360093019,-3700
43.1588956511,146.541534783,-3700
2.38703665614,155.382041372,-3750
43.2421969496,146.523472676,-3750
2.27185252244,155.407016591,-3800
43.329971238,146.504440697,-3800
2.13484720528,155.436723267,-3850
43.4234164212,146.484179105,-3850
1.87668877241,155.492699408,-3900
43.532394954,146.460549438,-3900
1.57790175692,155.557484989,-3950
43.6467344782,146.435757355,-3950
2.95598888257,155.258676237,-3300
12.8451528635,153.114422296,-3300
31.9637638888,148.968959937,-3300
42.5788732658,146.667300246,-3300
2.92382730006,155.265649789,-3350
12.9087141758,153.100640383,-3350
31.8679087493,148.989744076,-3350
42.6484735994,146.6522089,-3350
2.89112022672,155.272741619,-3400
12.9722535322,153.086863231,-3400
31.7614361332,149.012830389,-3400
42.7165243971,146.637453539,-3400
2.8558976787,155.280378876,-3450
13.0281836385,153.074735982,-3450
14.7324176468,152.705209246,-3450
15.7861076579,152.476739078,-3450
31.6297741375,149.04137848,-3450
42.7858842475,146.622414337,-3450
2.79466976542,155.293654841,-3500
13.0837332648,153.062691233,-3500
14.6727642287,152.718143816,-3500
15.906901078,152.450547605,-3500
31.4747806961,149.074985496,-3500
42.8555201492,146.607315279,-3500
2.73167246332,155.30731446,-3550
13.1378693695,153.050952975,-3550
14.6170755726,152.730218711,-3550
16.0048839389,152.429302115,-3550
24.8004514877,150.522171197,-3550
25.7769027884,150.310448593,-3550
26.8820179461,150.070827981,-3550
28.7812856995,149.659012343,-3550
31.2585088076,149.121879435,-3550
42.926872385,146.591844071,-3550
2.66368274467,155.322056578,-3600
13.1836420508,153.041028147,-3600
14.5598283466,152.742631549,-3600
16.0812672441,152.412740027,-3600
24.7273297429,150.538026086,-3600
43.000336446,146.575914959,-3600
3.14505561886,155.217681154,-2950
4.23294248924,154.981796128,-2950
6.26022785456,154.542222606,-2950
11.7846617601,153.344367136,-2950
3.12041277656,155.223024428,-3000
4.27398823046,154.972896235,-3000
6.15183156851,154.565726025,-3000
11.8844590505,153.322728225,-3000
32.4467632806,148.864231838,-3000
42.1114239392,146.768656646,-3000
3.09609467598,155.228297289,-3050
4.31494237974,154.964016203,-3050
6.03584551608,154.590875123,-3050
12.067597441,153.283018578,-3050
12.393408967,153.212373309,-3050
12.4401388263,153.202240937,-3050
32.3727457704,148.880280954,-3050
42.1871853101,146.752229411,-3050
3.07116799448,155.233702107,-3100
4.35586058495,154.955143965,-3100
5.8982979687,154.62069937,-3100
12.537068742,153.181223756,-3100
32.2949423856,148.897150955,-3100
42.2731411451,146.733591725,-3100
3.04596523279,155.239166788,-3150
4.42534395414,154.94007798,-3150
5.72426677691,154.658434316,-3150
12.6355998324,153.159859394,-3150
32.2151666324,148.914448623,-3150
42.3571781793,146.715370089,-3150
3.01837654141,155.245148806,-3200
4.52644228832,154.918156966,-3200
5.4586402627,154.716029751,-3200
12.7064747061,153.144491692,-3200
32.1333065483,148.932198234,-3200
42.4340409374,146.698704042,-3200
2.98718286371,155.251912488,-3250
4.68298295034,154.884214468,-3250
5.20312170499,154.771433491,-3250
12.7805855121,153.128422347,-3250
32.0559062987,148.948980824,-3250
42.5072290768,146.682834758,-3250
3.19665741173,155.206492408,-2850
4.1861552343,154.991940944,-2850
6.49386255591,154.491563913,-2850
11.6337162105,153.377096453,-2850
3.17053504961,155.212156484,-2900
4.20872012746,154.987048229,-2900
6.36947814749,154.518534014,-2900
11.7006772007,153.362577393,-2900
68.1502211404,141.122699755,-5700
73.3307179403,139.999419698,-5700
71.5656151134,140.382144537,-5800
73.0484559074,140.06062219,-5800
24.8893695849,150.502891208,-3500
25.7280554663,150.321040092,-3500
22.7602831194,150.964538123,-3750
23.3541274043,150.835775676,-3750
22.8700582391,150.940735733,-3700
23.2447562123,150.859490483,-3700
21.4587266173,151.246752844,-4300
21.9476302446,151.140744537,-4300
21.1870777399,151.3056541,-4250
22.0653755608,151.115213981,-4250
20.9103008181,151.365667262,-4200
22.193318419,151.087472306,-4200
20.8258993598,151.383967916,-4150
22.2729173421,151.07021298,-4150
25.8204284944,150.301010974,-3600
26.8431029,150.079265877,-3600
28.8827859374,149.637004185,-3600
30.7792902553,149.22578774,-3600
26.0205505873,150.257618773,-3800
26.6788924379,150.114871408,-3800
25.9513646065,150.272620275,-3750
26.7205686692,150.105834807,-3750
26.9199325089,150.062607018,-3500
28.7462005776,149.666619803,-3500
26.9572340116,150.054518984,-3450
28.7111147585,149.674227413,-3450
26.9943090927,150.046480044,-3400
28.676028242,149.681835174,-3400
27.0386245949,150.036871174,-3350
28.635111282,149.690707143,-3350
29.008485455,149.60974893,-3650
30.2146354527,149.348221071,-3650
29.2074759842,149.566602085,-3700
29.8848969939,149.419717811,-3700
25.0005071944,150.478793391,-3400
25.6307166662,150.342145931,-3400
24.9455772482,150.490703777,-3450
25.6796779039,150.331529732,-3450
23.9643364381,150.703464883,-4050
24.0021867741,150.695257847,-4050
23.781473283,150.743114852,-4000
24.1779262059,150.657152505,-4000
23.6932156034,150.762251644,-3950
24.2580605564,150.639777083,-3950
25.1277596696,150.451201411,-3300
25.5118083247,150.367928664,-3300
25.054050285,150.467183716,-3350
25.5809096743,150.352945513,-3350
21.6447351146,151.206420875,-4350
21.7516643667,151.183235551,-4350
26.0900995323,150.24253857,-3850
26.5935923466,150.13336691,-3850
26.206828083,150.217228478,-3900
26.5032597257,150.152953609,-3900
25.2045172929,150.43455816,-3250
25.4410045112,150.383280959,-3250
38.2307655889,147.610094504,-1050
40.2747644352,147.166897022,-1050
38.2846097883,147.59841954,-1000
40.2465456959,147.173015652,-1000
38.3923438893,147.575059702,-900
40.1908665021,147.185088496,-900
38.3383829779,147.586759973,-950
40.2185081314,147.179094999,-950
38.4802382161,147.556001695,-800
40.1377070257,147.196614993,-800
39.2216903643,147.395233637,-100
39.5044090598,147.333932127,-100
38.4377944776,147.565204713,-850
40.1642186517,147.190866513,-850
37.9946706915,147.661286639,-1200
40.3583207039,147.14877963,-1200
38.0836656471,147.641989984,-1150
40.3307786069,147.154751545,-1150
38.1576757737,147.625942469,-1100
40.3028281668,147.160812001,-1100
38.8579343942,147.474106347,-350
39.8800541283,147.252481519,-350
38.9052208168,147.463853297,-300
39.8249925163,147.264420454,-300
38.9568502601,147.452658555,-250
39.7794260487,147.274300569,-250
38.5638804991,147.537865653,-700
40.0850037632,147.208042569,-700
39.0235994556,147.438185418,-200
39.7176804395,147.287688785,-200
38.5221830092,147.546906862,-750
40.1111952089,147.202363514,-750
39.088735668,147.424062022,-150
39.6423717322,147.304017869,-150
35.5275163732,148.196236346,-1300
36.7824962784,147.924120764,-1300
35.4738195284,148.207879359,-1350
36.8559436743,147.908195265,-1350
35.4169704224,148.220205873,-1400
36.9457148794,147.888730297,-1400
36.0125536641,148.091066371,-1050
36.522136878,147.980574138,-1050
35.9528372783,148.104014594,-1100
36.5668693572,147.970874855,-1100
35.8646901492,148.123127416,-1150
36.6194572372,147.959472297,-1150
35.7108787419,148.156478133,-1200
36.6766493827,147.947071402,-1200
35.6031962065,148.179826791,-1250
36.7331695359,147.934816214,-1250
27.6236483847,149.910021264,-2900
28.0839030624,149.81022487,-2900
27.4453117374,149.948689756,-3000
28.254265954,149.773285316,-3000
27.3664389041,149.965791645,-3050
28.3157146403,149.759961481,-3050
27.1422355545,150.014405351,-3250
28.5412678241,149.711055092,-3250
27.1918930906,150.003638176,-3200
28.4915851859,149.721827711,-3200
27.3116799922,149.977664945,-3100
28.3737002186,149.747388547,-3100
27.2525110218,149.990494472,-3150
28.4243111116,149.736414657,-3150
27.525502747,149.931302049,-2950
28.1697008571,149.791621451,-2950
27.0907801483,150.025562357,-3300
28.5850557978,149.701560605,-3300
20.2221045887,151.514887912,-3650
20.2609740632,151.506459897,-3650
20.0068885236,151.561552918,-3700
