x,y,ELEV
75.9363546546,140.245572332,-5350
56.4116166994,142.287172702,-4700
56.4456632654,142.28361263,-4750
56.4797102664,142.280052512,-4800
56.5137577026,142.276492349,-4850
56.5475028034,142.272963799,-4900
56.5795009811,142.269617916,-4950
56.6076912186,142.266670209,-5000
56.9899452759,142.226699889,-5650
64.5010298092,141.441304817,-5650
56.9588548091,142.229950858,-5600
64.581197841,141.432922063,-5600
56.928291202,142.233146735,-5550
64.6411468556,141.426653506,-5550
56.8980674883,142.236307072,-5500
64.6969329155,141.420820248,-5500
57.1472837881,142.210247819,-5900
63.4159857183,141.554762239,-5900
57.020999489,142.223452711,-5700
64.4202149539,141.449755207,-5700
57.0520481989,142.220206109,-5750
64.2850038565,141.463893529,-5750
57.083222044,142.216946422,-5800
64.0405811218,141.489451544,-5800
57.1143961123,142.213686712,-5850
63.6051418552,141.534983165,-5850
56.3745498609,142.291048589,-4650
56.2900348244,142.299885887,-4550
56.333108764,142.295381869,-4600
97.0873312895,138.033924636,-6200
97.7591080691,137.963680429,-6200
96.4347803272,138.102158498,-6000
98.9839319671,137.83560696,-6000
96.6142989355,138.08338717,-6050
98.3977549507,137.896900444,-6050
96.7642173532,138.067710981,-6100
98.1447814301,137.92335257,-6100
96.9120907063,138.052248633,-6150
97.9525000114,137.943458439,-6150
57.8545690138,142.136290679,-7000
60.1491429915,141.896359003,-7000
57.6253427517,142.160259677,-6650
61.3073536906,141.77525093,-6650
57.6565477893,142.156996729,-6700
61.1481965576,141.791893165,-6700
57.6884491039,142.153660974,-6750
61.0200638889,141.805291332,-6750
57.7206193822,142.150297095,-6800
60.895224013,141.818345189,-6800
57.7527891089,142.146933274,-6850
60.7603610815,141.832447105,-6850
57.7849339321,142.143572057,-6900
60.602776321,141.848924924,-6900
57.817292514,142.140188488,-6950
60.408545078,141.869234676,-6950
57.4083730971,142.182947066,-6300
62.468404249,141.653845908,-6300
57.4391343509,142.179730522,-6350
62.309677349,141.670443155,-6350
57.469798859,142.176524094,-6400
62.1162324324,141.690670684,-6400
57.5009729748,142.173264379,-6450
61.9357581446,141.709541943,-6450
57.5320719599,142.170012519,-6500
61.7858738694,141.725214562,-6500
57.5631692658,142.166760836,-6550
61.6404107641,141.740424883,-6550
57.5942744598,142.163508327,-6600
61.4848934729,141.756686518,-6600
57.2153046781,142.203135228,-6000
63.0968020916,141.588137612,-6000
57.249422722,142.199567681,-6050
62.9704709366,141.601347404,-6050
57.2839642079,142.195955857,-6100
62.8656161583,141.612311523,-6100
57.3159875581,142.192607342,-6150
62.7630751048,141.623033708,-6150
57.3467713782,142.189388438,-6200
62.6684024352,141.632933137,-6200
57.3775646952,142.186168541,-6250
62.5820360383,141.641964022,-6250
57.1813437721,142.206686343,-5950
63.2463568453,141.572499448,-5950
58.017941222,142.119207696,-7200
59.3051073135,141.984615428,-7200
58.3011724727,142.089591676,-7350
58.507511451,142.068015881,-7350
58.1555336297,142.104820373,-7300
58.7226420316,142.045520795,-7300
58.0871346356,142.1119725,-7250
59.1128273102,142.004721148,-7250
57.8940317773,142.132164262,-7050
59.8496134168,141.927679254,-7050
57.9335342429,142.128033695,-7100
59.6353905135,141.95007943,-7100
57.9730295418,142.123903877,-7150
59.4642695229,141.967972663,-7150
65.6936052275,141.316603404,-4550
66.3213538473,141.250962994,-4550
65.7859071139,141.306951876,-4500
66.2424908729,141.259209285,-4500
65.9411699591,141.290716847,-4450
66.1020898293,141.273890292,-4450
65.2951697506,141.358265731,-4850
66.6407003552,141.217570589,-4850
65.3536815332,141.352147458,-4800
66.596472676,141.222195248,-4800
65.4140891494,141.345830948,-4750
66.5548282895,141.226549785,-4750
65.4741560198,141.339550067,-4700
66.4971923106,141.23257648,-4700
65.5456605757,141.332073208,-4650
66.4400366616,141.238552949,-4650
65.6139779408,141.324929616,-4600
66.3898839188,141.24379716,-4600
65.0144909102,141.387614859,-5150
67.0139629918,141.178540455,-5150
65.0557949446,141.383295911,-5100
66.9090649221,141.189509101,-5100
65.0967544851,141.379012984,-5050
66.8487124047,141.19581985,-5050
65.1396288916,141.37452983,-5000
66.7893419223,141.202027913,-5000
65.1900294973,141.369259701,-4950
66.7311809886,141.2081095,-4950
65.2423039279,141.363793636,-4900
66.6854826564,141.212887937,-4900
74.6765733931,140.377301111,-4450
74.9362395983,140.350149166,-4450
74.5892930801,140.38642756,-4500
75.0004992677,140.343429866,-4500
74.4247046615,140.403637715,-4650
75.1686712831,140.325844993,-4650
74.4790937439,140.397950532,-4600
75.1199228281,140.330942365,-4600
74.5326805646,140.392347236,-4550
75.0647550913,140.336710969,-4550
74.2135392891,140.425718181,-4850
75.3598596626,140.305853417,-4850
74.2693750099,140.41987973,-4800
75.3163188102,140.310406258,-4800
74.3224286407,140.414332187,-4750
75.2689970241,140.315354451,-4750
74.3738256311,140.408957871,-4700
75.2174178892,140.320747813,-4700
69.8193349516,140.88519729,-4650
70.9379483986,140.768229696,-4650
69.9041136794,140.876332419,-4600
70.8347629515,140.779019262,-4600
69.9931276134,140.867024695,-4550
70.7077860961,140.792296572,-4550
70.0909136478,140.856799717,-4500
70.5695088956,140.8067555,-4500
69.2231760873,140.947534524,-4900
72.0670366593,140.650166805,-4900
74.1529105953,140.432057808,-4900
75.406022975,140.30102636,-4900
69.3257355792,140.936810411,-4850
71.4964892098,140.709825986,-4850
69.4186693452,140.92709281,-4800
71.3166788766,140.728627818,-4800
69.5807419661,140.910145718,-4750
71.1830840767,140.742597132,-4750
69.7294501347,140.894596078,-4700
71.050707712,140.75643904,-4700
67.8899695692,141.086941,-5150
75.6560007053,140.274887488,-5150
64.9729707688,141.391956404,-5200
75.7058363776,140.26967643,-5200
68.91185691,140.980087552,-5000
72.7915956928,140.574403432,-5000
74.0048288381,140.447541948,-5000
75.5051998608,140.290655948,-5000
68.5953057989,141.013187657,-5050
73.0710773452,140.545179489,-5050
73.8964754728,140.458871896,-5050
75.5483989038,140.286138849,-5050
68.2548403895,141.048788355,-5100
75.5989579465,140.280852152,-5100
69.0980258862,140.96062083,-4950
72.5244122621,140.602341415,-4950
74.0872488025,140.438923721,-4950
75.4599228956,140.295390325,-4950
52.2292141782,142.724504796,-2550
52.7962285756,142.665215048,-2550
52.2893672662,142.718214901,-2500
52.7494061328,142.670111027,-2500
52.3743068913,142.709333206,-2450
52.7028071504,142.674983641,-2450
52.4852029817,142.697737378,-2400
52.5070730599,142.695450537,-2400
51.9317570175,142.755608346,-2850
53.0202820849,142.641786937,-2850
51.9730274894,142.751292907,-2800
52.9843453294,142.645544657,-2800
52.01913883,142.746471284,-2750
52.9486721711,142.649274813,-2750
52.0653963151,142.741634379,-2700
52.9132596596,142.652977716,-2700
52.1094012299,142.737033014,-2650
52.8781048889,142.656653667,-2650
52.1645494485,142.731266451,-2600
52.8441328469,142.660205947,-2600
51.7083516266,142.778968686,-3150
53.2488484187,142.617886943,-3150
51.7473449898,142.774891353,-3100
53.2049822358,142.622473802,-3100
51.7860774928,142.770841296,-3050
53.1674198557,142.626401505,-3050
51.8223822009,142.767045102,-3000
53.1301108649,142.630302712,-3000
54.5738051936,142.4793431,-4400
55.2381689739,142.409874032,-4400
51.8588351139,142.76323341,-2950
53.09315126,142.634167386,-2950
51.8954371785,142.759406123,-2900
53.0565360721,142.637996046,-2900
51.3652398731,142.814846099,-3500
53.5943591389,142.581758683,-3500
51.4385849085,142.80717679,-3450
53.536495107,142.587809224,-3450
51.4884011359,142.801967766,-3400
53.4848708653,142.593207303,-3400
51.5382650438,142.796753756,-3350
53.4324950452,142.59868397,-3350
51.5889440405,142.791454517,-3300
53.3805191866,142.604118816,-3300
51.6306155264,142.787097146,-3250
53.3364697041,142.608724841,-3250
51.669420622,142.783039499,-3200
53.2926186689,142.613310116,-3200
50.7808148216,142.875956389,-3700
53.823787568,142.557768545,-3700
50.6823927041,142.886247879,-3750
53.8748857425,142.552425474,-3750
50.5884833979,142.896067487,-3800
53.9250536849,142.547179673,-3800
50.8766513419,142.865935262,-3650
53.7718406194,142.563200367,-3650
51.1233763777,142.840136508,-3600
53.7156129886,142.569079798,-3600
51.277715833,142.823998033,-3550
53.6552547749,142.575391143,-3550
-1.10558218578,148.30144725,-4350
54.4728871327,142.489895577,-4350
55.4801926058,142.384566879,-4350
55.9959874841,142.330632889,-4350
-2.0400542365,148.399160135,-4400
56.1125672381,142.31844275,-4400
-2.47000211331,148.44411755,-4450
56.1944651398,142.309879112,-4450
56.2469616362,142.304389827,-4500
-0.614792990021,148.250127975,-4300
54.4045934264,142.497036695,-4300
-0.118705255352,148.198254659,-4250
54.3504769503,142.502695373,-4250
2.12969075367,147.963151574,-4000
54.121563766,142.526631635,-4000
1.74913713625,148.002944088,-4050
54.1645549772,142.522136268,-4050
1.28222505851,148.051766657,-4100
54.2074790658,142.517647919,-4100
0.704856528983,148.112139083,-4150
54.2501285611,142.513188283,-4150
0.302031172318,148.154260437,-4200
54.297736948,142.508210121,-4200
3.78523531581,147.790039883,-3650
46.6133165322,143.311730025,-3650
3.60632590317,147.808747511,-3700
46.8478229058,143.287208913,-3700
3.45500310705,147.824570549,-3750
47.0473364209,143.266346821,-3750
3.2953287744,147.841266864,-3800
47.2330056007,143.24693236,-3800
2.99128860444,147.873058765,-3850
47.466000864,143.222569256,-3850
50.4709327217,142.90835915,-3850
53.9745518646,142.542003906,-3850
2.72525085444,147.900876949,-3900
48.1019345642,143.156072975,-3900
50.285116274,142.92778901,-3900
54.0247865427,142.536751127,-3900
2.47433282676,147.927114143,-3950
49.8214106076,142.976276302,-3950
49.8240711057,142.975998107,-3950
54.0758199921,142.531414824,-3950
4.54763663843,147.71031954,-3300
14.4546376279,146.674395937,-3300
32.4427770938,144.793469684,-3300
44.9146158983,143.489354322,-3300
4.45624393312,147.719876,-3350
14.5391686376,146.665556968,-3350
32.2139813284,144.817393668,-3350
45.0493542145,143.475265436,-3350
4.36704154119,147.72920343,-3400
14.622514049,146.656841972,-3400
32.004409215,144.839307535,-3400
45.1817055693,143.461426143,-3400
4.27442640425,147.738887714,-3450
14.6972345278,146.64902884,-3450
31.7346869377,144.867510992,-3450
45.3084352704,143.448174677,-3450
4.17937952705,147.748826272,-3500
14.7659283612,146.641845883,-3500
31.4603348406,144.896198565,-3500
45.4469034611,143.433695778,-3500
4.07844555893,147.759380412,-3550
14.8331559866,146.634816239,-3550
22.9157681456,145.789659494,-3550
26.3282757827,145.432831307,-3550
30.9241220044,144.952267554,-3550
45.6409305133,143.413407377,-3550
3.95965509627,147.771801713,-3600
14.8971028418,146.628129649,-3600
22.8142611824,145.80027355,-3600
46.3002470706,143.344466072,-3600
5.61714875999,147.598486216,-2950
11.0717402105,147.028127937,-2950
5.50455740544,147.610259308,-3000
11.1600329962,147.01889562,-3000
33.7416868705,144.65764944,-3000
44.1015501751,143.574372379,-3000
5.38178341781,147.623097146,-3050
12.0234460551,146.928613004,-3050
33.6087469956,144.671550272,-3050
44.2798782554,143.555725538,-3050
5.11011983012,147.651503596,-3100
12.5491559189,146.873642255,-3100
33.4745042936,144.685587333,-3100
44.4145679502,143.541641737,-3100
4.91319511138,147.67209499,-3150
12.7578734004,146.851817753,-3150
33.3054479626,144.703264675,-3150
44.5387879441,143.528652698,-3150
4.76960664108,147.68710929,-3200
12.942847162,146.832476008,-3200
13.8018690609,146.742652553,-3200
14.1540701466,146.705824716,-3200
33.1120421448,144.723488116,-3200
44.6587949043,143.516104193,-3200
4.65262397776,147.699341559,-3250
13.2186665439,146.803635009,-3250
13.3586666888,146.788995922,-3250
14.3377577211,146.686617461,-3250
32.863766485,144.749449012,-3250
44.783708646,143.503042613,-3250
5.95410547316,147.563252403,-2850
10.9758852986,147.038150987,-2850
5.75379133086,147.584198212,-2900
11.0241554767,147.033103626,-2900
36.8686823096,144.330675779,-700
37.0882925706,144.307712276,-700
36.7216543316,144.346049731,-900
37.3155436099,144.283949815,-900
36.7582441131,144.342223727,-850
37.2762893927,144.288054425,-850
36.6850648761,144.3498757,-950
37.3548759118,144.279837041,-950
36.7927188984,144.338618878,-800
37.2370342877,144.292159127,-800
36.827474601,144.334984655,-750
37.1908886357,144.296984338,-750
36.6591527784,144.352585193,-1000
37.3915552338,144.276001675,-1000
38.1966227344,144.191819951,-2050
38.6460705871,144.144823525,-2050
38.3884266133,144.171764016,-2100
38.462020383,144.164068698,-2100
36.5468566829,144.364327412,-1250
37.5422995869,144.260239121,-1250
36.5691695157,144.361994275,-1200
37.5103802772,144.263576758,-1200
26.7273428807,145.391102935,-3900
27.9654731459,145.261638088,-3900
26.681149285,145.395933159,-3850
28.0898681936,145.248630744,-3850
23.2784237463,145.751738483,-3400
25.3836121946,145.531609869,-3400
24.4442059785,145.629838694,-3100
24.6985588075,145.603242341,-3100
24.3501017227,145.639678687,-3150
24.8108331381,145.591502398,-3150
23.1638465963,145.76371922,-3450
25.4806600302,145.521462081,-3450
24.0694540263,145.669024558,-3250
25.0049562479,145.571203953,-3250
23.5883927081,145.71932664,-3300
25.1385364109,145.557236169,-3300
24.218016777,145.653490123,-3200
24.8921627457,145.582998183,-3200
23.3974865042,145.739288709,-3350
25.2794823374,145.542498187,-3350
23.0380322887,145.776874968,-3500
25.6356273237,145.505257956,-3500
25.7054480596,145.497957165,-3500
26.2284784257,145.443266598,-3500
26.40468204,145.424841902,-3600
30.447318326,145.002124436,-3600
39.9675213545,144.006646286,-1400
40.7141125198,143.928579128,-1400
40.075562896,143.995348944,-1350
40.6001583137,143.940494727,-1350
40.2215248823,143.980086457,-1300
40.4241924209,143.958894566,-1300
34.2348512677,144.606081802,-2800
43.0093684719,143.688576143,-2800
34.1018538162,144.619988654,-2850
43.1177031855,143.677248145,-2850
33.9724699601,144.633517652,-2900
43.2446982209,143.663968934,-2900
33.8643929239,144.644818706,-2950
43.5305880649,143.634074919,-2950
35.2255514282,144.502489435,-2450
42.4219000053,143.750004667,-2450
35.1151634858,144.514032129,-2500
42.4993033316,143.741911003,-2500
35.022252143,144.523747385,-2550
42.5775670441,143.733727374,-2550
34.9307742341,144.533312754,-2600
42.6571146356,143.725409496,-2600
34.8043043179,144.546537056,-2650
42.7372065926,143.717034696,-2650
34.6138913714,144.566447548,-2700
42.8200623638,143.708370899,-2700
34.4052857121,144.588260358,-2750
42.9067301321,143.6993085,-2750
36.1586672662,144.404918362,-2100
41.8762702352,143.807058336,-2100
36.1301595306,144.407899268,-2150
41.9426940648,143.800112742,-2150
36.0913638844,144.411955927,-2200
42.0105124408,143.793021326,-2200
36.0524436155,144.416025617,-2250
42.0893928177,143.784773215,-2250
36.0133981581,144.420108398,-2300
42.1661918657,143.776742738,-2300
35.974226943,144.424204328,-2350
42.2526684017,143.767700336,-2350
35.819954119,144.440335835,-2400
42.3420529866,143.758353855,-2400
39.8697917049,144.016865368,-1450
40.8139417468,143.918140505,-1450
36.2104347879,144.399505301,-2000
38.1094161427,144.200938691,-2000
38.7627251982,144.132625558,-2000
41.7491351327,143.820352193,-2000
36.1845551985,144.402211395,-2050
41.8248427513,143.812435841,-2050
39.4371046746,144.062109202,-1650
41.245727564,143.872990906,-1650
39.3134395375,144.075040222,-1700
41.3484474864,143.862250018,-1700
39.208259193,144.086038384,-1750
41.4210679001,143.854656478,-1750
39.1131477193,144.095983697,-1800
41.5043236871,143.845950854,-1800
39.0197234973,144.105752582,-1850
41.5863227351,143.837376639,-1850
38.9362490417,144.114481072,-1900
41.6521728581,143.830491034,-1900
36.2363060371,144.396800079,-1950
38.0474798001,144.207415052,-1950
38.8573436029,144.122731804,-1950
41.697125452,143.825790575,-1950
39.7675944991,144.027551598,-1500
40.9098500035,143.908111877,-1500
39.6658631902,144.038189113,-1550
41.0261832896,143.89594751,-1550
39.5591243998,144.049350233,-1600
41.1479983958,143.883209937,-1600
6.3954294787,147.517105446,-2650
10.8307373831,147.05332835,-2650
6.4636737318,147.509969499,-2600
10.7985575443,147.056693229,-2600
6.71418772512,147.483774553,-2450
10.7082524443,147.066135964,-2450
6.32861429482,147.524091962,-2700
10.8627257533,147.049983493,-2700
6.22862867923,147.534546939,-2750
10.8945243076,147.046658483,-2750
6.10978231171,147.546974086,-2800
10.9266323686,147.04330111,-2800
6.55442149805,147.500480477,-2550
10.7661845655,147.060078303,-2550
6.66186813634,147.48924534,-2500
10.7357917914,147.063256318,-2500

