x,y,ELEV
85.6567008138,140.625345968,-3700
87.8884566575,140.525633633,-3700
85.5379686332,140.630650788,-3750
87.930859962,140.523739102,-3750
85.3526849151,140.638929055,-3800
87.9937523417,140.520929141,-3800
89.3142786736,140.461929514,-3800
89.6458736825,140.447114222,-3800
92.0088912107,140.341537264,-5000
92.3683210299,140.325478345,-5000
91.8498429637,140.34864336,-4950
92.5057927822,140.319336262,-4950
91.7400752935,140.353547656,-4900
92.6012954055,140.315069313,-4900
80.053171885,140.875705321,-4900
80.9099441709,140.837425702,-3950
82.9437698808,140.746556663,-3950
83.8095310405,140.70787543,-3950
89.9200953147,140.434862309,-3950
93.7288697018,140.264690565,-3950
80.9315854647,140.836458793,-3900
82.9147755182,140.747852098,-3900
83.9663640054,140.70086831,-3900
88.1477800565,140.514047356,-3900
88.8555988135,140.482422812,-3900
89.8461545911,140.438165897,-3900
93.7804801853,140.262384666,-3900
80.8882354725,140.838395622,-4000
89.9721040417,140.432538618,-4000
93.6772906583,140.266995058,-4000
86.3467368239,140.594515937,-3200
87.549960796,140.540757247,-3200
86.3001907971,140.596595561,-3250
87.5817648039,140.53933628,-3250
86.2462520474,140.599005483,-3300
87.6120996452,140.537980953,-3300
86.1824626343,140.601855522,-3350
87.6417478651,140.536656304,-3350
86.1231429904,140.604505857,-3400
87.6713966985,140.535331628,-3400
86.0466633275,140.607922882,-3450
87.7010461452,140.534006924,-3450
85.9695012021,140.611370399,-3500
87.7306962053,140.532682192,-3500
86.6426002244,140.581297094,-2850
87.3442300755,140.549949063,-2850
86.604418908,140.583002992,-2900
87.3771190313,140.548479622,-2900
86.559185613,140.585023965,-2950
87.409954749,140.547012559,-2950
86.513416737,140.587068866,-3000
87.438103214,140.545754917,-3000
86.4787847711,140.588616184,-3050
87.4660355077,140.544506934,-3050
86.4441523456,140.590163521,-3100
87.4939683784,140.543258925,-3100
86.3960314756,140.592313507,-3150
87.5219018263,140.54201089,-3150
87.0368080366,140.563684333,-2550
87.0635950262,140.562487521,-2550
86.8703479003,140.571121585,-2600
87.1289999267,140.559565304,-2600
86.8252262065,140.573137571,-2650
87.1928971327,140.556710449,-2650
86.7744527052,140.575406074,-2700
87.2452324171,140.554372167,-2700
86.7170936353,140.577968812,-2750
87.2782307205,140.55289784,-2750
86.676058402,140.57980222,-2800
87.31122994,140.551423472,-2800
9.77666254402,144.015580509,-2400
9.89318511715,144.010374412,-2400
8.33605447597,144.079945253,-2200
8.66626262413,144.065191926,-2200
12.4033243069,143.898224224,-3950
22.6586063803,143.440029786,-3950
25.2427685174,143.324572335,-4000
25.7688190711,143.30106899,-4000
30.3674595548,143.095606919,-3900
30.7270521034,143.079540729,-3900
28.1332177587,143.195430323,-3150
28.468732575,143.180439899,-3150
28.0620359454,143.198610646,-3200
28.5402667365,143.177243833,-3200
29.2721041334,143.144546164,-3950
29.2997762316,143.143309806,-3950
29.6130282424,143.129314059,-3600
29.8843224752,143.117192939,-3600
12.681953345,143.885775393,-4100
14.0643355861,143.824012113,-4100
18.8570078235,143.609880922,-4100
21.1186676631,143.508832511,-4100
21.642486727,143.485428866,-4100
22.378635291,143.452538578,-4100
12.5890565725,143.889925916,-4050
14.1100136592,143.821971268,-4050
18.8155077735,143.611735098,-4050
21.2371693995,143.503537987,-4050
21.5738999603,143.488493245,-4050
22.5320777234,143.445682943,-4050
12.4874634008,143.894464984,-4000
14.1553296083,143.819946603,-4000
18.7750856999,143.61354111,-4000
21.4688245514,143.493187896,-4000
21.5055127509,143.491548709,-4000
22.6029684538,143.442515625,-4000
12.8782400748,143.877005523,-4200
13.9517127351,143.829043975,-4200
12.9738013008,143.872735955,-4250
13.8955368209,143.831553852,-4250
13.0708209189,143.868401228,-4300
13.8163169268,143.835093307,-4300
13.1708776004,143.863930808,-4350
13.7345560846,143.838746289,-4350
12.7814149409,143.881331561,-4150
14.0079786447,143.826530078,-4150
16.5903600505,143.711152189,-3700
17.9145713863,143.651987919,-3700
18.0818392318,143.644514581,-3700
18.4235964438,143.629245254,-3700
16.6957456846,143.706443677,-3650
17.7713665499,143.65838615,-3650
17.5127183753,143.669942259,-3600
17.6974081417,143.661690528,-3600
14.2861073055,143.814103603,-3850
15.2894572564,143.769275058,-3850
13.3166923304,143.857415971,-4400
13.5910938411,143.845156021,-4400
14.5761064687,143.801146767,-3500
14.9854386519,143.782858267,-3500
14.4073097554,143.808688414,-3700
15.1605857417,143.775032892,-3700
14.6404688034,143.798271131,-3450
14.9211976563,143.785728482,-3450
14.3669024681,143.810493766,-3750
15.2032560085,143.773126433,-3750
14.7282629847,143.794348586,-3400
14.8234797016,143.79009441,-3400
14.3265016544,143.812298829,-3800
15.2461375347,143.771210535,-3800
9.11700178819,144.045053408,-2500
9.46769923175,144.029384642,-2500
14.4913699002,143.804932701,-3600
15.0748279453,143.778864454,-3600
14.533735667,143.803039847,-3550
15.0302536379,143.780855984,-3550
14.4490075353,143.806825404,-3650
15.1194028472,143.776872898,-3650
12.1829621932,143.908069755,-3800
22.8203151333,143.432804821,-3800
24.0015470541,143.380028711,-3800
27.2480146185,143.234980201,-3800
30.1784653907,143.104050965,-3800
31.1894052074,143.058883314,-3800
16.3151288499,143.723449208,-3850
18.6450943494,143.619348977,-3850
15.4638579257,143.761483033,-4000
15.8676344164,143.743442755,-4000
18.9449374448,143.605952326,-4200
19.9239518103,143.562211068,-4200
12.1216231643,143.910810313,-3750
22.8728923753,143.430455729,-3750
23.925798114,143.383413088,-3750
27.2965667813,143.232810945,-3750
28.9915758023,143.157079853,-3750
29.4853658295,143.135017872,-3750
30.108092214,143.107195159,-3750
31.7619704379,143.033301745,-3750
19.200071611,143.594553219,-4350
19.2077687859,143.594209318,-4350
18.9894270426,143.603964581,-4250
19.8187977092,143.566909235,-4250
19.0432590745,143.601559426,-4300
19.6932035354,143.572520641,-4300
16.8685216955,143.69872424,-3600
16.9914339241,143.69323266,-3600
14.2006861067,143.817920126,-3950
15.4023026246,143.764233255,-3950
16.0763750563,143.734116458,-3950
18.7352461994,143.615321094,-3950
14.2456948417,143.815909186,-3900
15.3402532933,143.767005549,-3900
16.2189786059,143.727745093,-3900
18.6959231045,143.617078006,-3900
16.4963558431,143.715352191,-3750
18.517694699,143.62504105,-3750
16.4114455837,143.719145885,-3800
18.5685926361,143.622766987,-3800
18.9007061748,143.607928529,-4150
20.0212744253,143.557862803,-4150
20.5191700611,143.535617388,-4150
21.0030321442,143.513998975,-4150
12.01828404,143.915427389,-3650
27.4610504262,143.225462001,-3650
28.9093357262,143.160754247,-3650
29.5706179507,143.131208903,-3650
29.9658894901,143.113548616,-3650
32.4171932515,143.004027129,-3650
12.0697440845,143.913128212,-3700
22.9407556969,143.427423672,-3700
23.8390887061,143.387287166,-3700
27.3433084406,143.23072258,-3700
28.9478071672,143.159035387,-3700
29.5280640122,143.133110165,-3700
30.0386979343,143.110295617,-3700
32.242544933,143.011830219,-3700
12.2438488028,143.90534941,-3850
22.7688123154,143.435105909,-3850
24.0553958933,143.377622805,-3850
27.1994602457,143.237149555,-3850
30.2675367157,143.100071359,-3850
30.906050523,143.071543282,-3850
12.3105933863,143.902367337,-3900
22.7146433821,143.437526115,-3900
24.109159885,143.375220691,-3900
27.161501713,143.2388455,-3900
24.2301962182,143.369812924,-4000
27.1155439723,143.24089884,-4000
24.1640384607,143.372768778,-3950
27.1385504506,143.239870936,-3950
21.8526468671,143.476039148,-4250
21.8729849873,143.475130463,-4250
21.7122176756,143.482313366,-4150
22.1670572629,143.461991646,-4150
21.7829158618,143.47915465,-4200
22.0689982952,143.46637281,-4200
25.3112722845,143.321511664,-3950
25.7269469396,143.302939789,-3950
26.1783961935,143.282769546,-4500
26.8857467507,143.251165921,-4500
26.2133871347,143.28120619,-4550
26.8629745091,143.252183359,-4550
25.3895705975,143.318013384,-3900
25.6344756698,143.307071301,-3900
26.1083513122,143.285899072,-4400
26.9312092538,143.249134707,-4400
26.4457880895,143.270822777,-4800
26.6714695279,143.260739585,-4800
24.8516320635,143.342047871,-4150
24.8814888256,143.340713905,-4150
25.9222849686,143.294212307,-4150
27.0460430474,143.244004063,-4150
24.4539819609,143.359814429,-4100
25.088020587,143.331486298,-4100
25.8580372458,143.297082822,-4100
27.0693645063,143.242962086,-4100
26.1433962839,143.284333302,-4450
26.9084745511,143.250150468,-4450
24.2960267154,143.366871691,-4050
25.1619392064,143.328183698,-4050
25.8134276658,143.299075928,-4050
27.0924821068,143.241929218,-4050
25.9966669556,143.290889003,-4250
26.9993996897,143.246088035,-4250
26.0358476447,143.289138454,-4300
26.9767065182,143.247101941,-4300
25.9605007915,143.292504867,-4200
27.0227214419,143.245046046,-4200
26.0745286473,143.287410231,-4350
26.9539811382,143.248117285,-4350
26.3917077721,143.273239025,-4750
26.7233706443,143.258420702,-4750
26.2483691042,143.279643235,-4600
26.8401577182,143.253202787,-4600
26.2836337601,143.27806765,-4650
26.8172962695,143.254224211,-4650
26.337652945,143.275654134,-4700
26.772405173,143.256229895,-4700
29.035374073,143.155122996,-3800
29.4396908479,143.137058578,-3800
29.146113325,143.150175291,-3900
29.344620877,143.141306197,-3900
29.0791756764,143.15316599,-3850
29.3922534903,143.139178026,-3850
28.2119026605,143.19191477,-3100
28.2472325281,143.190336271,-3100
27.8228595698,143.209296777,-3400
28.7229152982,143.169083302,-3400
27.8906486536,143.206268037,-3350
28.6799730865,143.171001911,-3350
27.941574218,143.20399274,-3300
28.6370611348,143.172919169,-3300
27.9924981058,143.201717518,-3250
28.594591028,143.174816685,-3250
39.3546450064,142.694069607,-2050
39.8240475137,142.673097233,-2050
23.3596456466,143.408708142,-3600
23.5263392307,143.40126046,-3600
23.0707593475,143.421615256,-3650
23.7247088499,143.392397529,-3650
27.7098391453,143.214346402,-3500
28.8008927581,143.165599357,-3500
27.7662219837,143.21182728,-3450
28.7653488151,143.16718742,-3450
8.27228312558,144.082794485,-2250
8.7699398412,144.060559745,-2250
8.12062554397,144.089570375,-2400
8.9649487192,144.051846968,-2400
8.16689977211,144.087502895,-2350
8.89669914723,144.054896282,-2350
8.2100322822,144.085575783,-2300
8.83275824994,144.057753089,-2300
57.1535101993,141.898836382,-5400
71.7307055907,141.24754373,-5400
57.1913946683,141.897143747,-5450
71.4459837037,141.260264783,-5450
56.9120011424,141.909626734,-5050
56.9435062173,141.908219123,-5100
56.9750117211,141.906811493,-5150
57.0065563734,141.905402113,-5200
57.0410777914,141.903859735,-5250
77.3066664176,140.998416088,-5250
57.0779629402,141.902211748,-5300
76.916775376,141.01583598,-5300
57.1156735861,141.900526879,-5350
72.013870129,141.234892258,-5350
73.1438214807,141.184407306,-5350
75.0035115412,141.101318451,-5350
56.7177584647,141.918305278,-4700
56.7446132795,141.917105435,-4750
56.7716004385,141.915899679,-4800
56.7985878915,141.91469391,-4850
56.8258770394,141.913474662,-4900
56.8538016256,141.912227023,-4950
56.8826350787,141.910938777,-5000
57.3452142653,141.890271261,-5650
67.8313597382,141.421762106,-5650
57.310063098,141.891841775,-5600
69.4531642012,141.349301711,-5600
57.2749123433,141.893412271,-5550
70.1405979287,141.318587947,-5550
57.2338661581,141.895246168,-5500
71.0350175691,141.278626287,-5500
57.5221873332,141.882364303,-5900
66.7021161409,141.472215436,-5900
57.3829317747,141.888586085,-5700
67.6522770014,141.429763321,-5700
57.4224070325,141.886822375,-5750
67.4747652058,141.437694347,-5750
57.4583927025,141.885214576,-5800
67.2821265827,141.446301224,-5800
57.4899460071,141.88380481,-5850
66.9884473649,141.45942248,-5850
56.6910960786,141.919496523,-4650
-4.33488259758,144.646068433,-4550
-3.72412485757,144.618780466,-4550
-2.94697247238,144.584058174,-4550
56.6384905641,141.921846879,-4550
-4.78531012974,144.666193027,-4600
56.6644339763,141.920687756,-4600
55.6009507813,141.968202986,-3650
55.9348310024,141.953285594,-3650
54.561114716,142.014661689,-4100
56.373842535,141.933671054,-4100
54.5987272948,142.012981201,-4050
56.3396351892,141.9351994,-4050
52.8103194051,142.092885249,-4450
56.5875974344,141.924120726,-4450
50.7879430996,142.183242742,-4550
52.4790633738,142.107685395,-4550
50.9698069307,142.175117271,-4600
51.5420108035,142.149551847,-4600
81.0268946186,140.832200488,-3650
82.7798698883,140.753879529,-3650
81.0137359127,140.832788404,-3700
82.7986741533,140.753039376,-3700
80.993918035,140.833673844,-3750
82.8277492189,140.751740335,-3750
80.9741001031,140.834559287,-3800
82.8567651876,140.750443934,-3800
80.9531596502,140.835494883,-3850
82.8857739539,140.749147855,-3850
73.5256218456,141.167348896,-5400
73.9149154841,141.149955695,-5400
81.1139137294,140.828312572,-3300
82.6600751434,140.759231823,-3300
81.1013972373,140.828871795,-3350
82.6772904786,140.758462662,-3350
81.0888908869,140.829430564,-3400
82.6944717241,140.757695023,-3400
81.0763946641,140.829988881,-3450
82.7116189738,140.756928903,-3450
81.0639085553,140.830546747,-3500
82.7287323218,140.756164298,-3500
81.0514325465,140.831104161,-3550
82.7458118614,140.755401204,-3550
81.0389666242,140.831661124,-3600
82.762857686,140.754639615,-3600
81.2022311163,140.824366651,-2950
82.5471404269,140.764277619,-2950
81.1896747469,140.824927655,-3000
82.5626599516,140.763584224,-3000
81.1767483008,140.825505194,-3050
82.5781568397,140.762891841,-3050
81.164081391,140.826071137,-3100
82.5936311365,140.762200467,-3100
81.1515241937,140.826632179,-3150
82.6092712243,140.761501685,-3150
81.1389771936,140.827192765,-3200
82.625541825,140.760774733,-3200
81.1264403768,140.827752895,-3250
82.6428256238,140.760002513,-3250
81.2924454418,140.820335976,-2600
82.4384921288,140.769131903,-2600
81.2795329656,140.820912891,-2650
82.4535453592,140.768459341,-2650
81.2666271041,140.821489511,-2700
82.4692016609,140.767759835,-2700
81.2537278512,140.822065835,-2750
82.484835052,140.767061353,-2750
81.2408352007,140.822641864,-2800
82.5004455783,140.766363892,-2800
81.2279491467,140.823217598,-2850
82.5160332858,140.765667451,-2850
81.2150696829,140.823793038,-2900
82.5315982201,140.764972028,-2900
81.4106648061,140.815054068,-2200
82.2899892847,140.775766842,-2200
81.4314827613,140.814123946,-2150
82.2713988095,140.776597444,-2150
81.3312226196,140.818603456,-2450
82.3829571134,140.771613145,-2450
81.4522939724,140.813194124,-2100
82.2493765873,140.777581372,-2100
81.3182902627,140.819181259,-2500
82.4015487086,140.770782493,-2500
81.473098441,140.812264604,-2050
82.2222896246,140.778791587,-2050
81.3053645388,140.819758766,-2550
82.4201366158,140.769952006,-2550
81.5354133835,140.809480443,-1900
82.1408383912,140.782430736,-1900
81.5146871574,140.810406467,-1950
82.1680095763,140.781216758,-1950
81.4938961688,140.811335385,-2000
82.1952028736,140.780001792,-2000
81.3702305392,140.816860626,-2300
82.3271733246,140.774105501,-2300
81.3571072573,140.817446959,-2350
82.34576689,140.773274762,-2350
81.3898401052,140.815984493,-2250
82.3085807896,140.774936195,-2250
81.3441616158,140.818025356,-2400
82.3643614862,140.772443976,-2400
81.8734063129,140.7943793,-1650
81.9112184407,140.792689896,-1650
81.7046088586,140.80192098,-1700
81.971282297,140.790006311,-1700
81.6593141662,140.803944695,-1750
82.0313475124,140.787322665,-1750
81.6134895193,140.805992089,-1800
82.0866853376,140.784850233,-1800
81.566410441,140.808095529,-1850
82.113730392,140.783641891,-1850
85.8996785783,140.614489995,-3550
87.7623702253,140.531267033,-3550
85.8263528433,140.617766106,-3600
87.8036545873,140.529422494,-3600
58.6895864389,141.830206228,-8100
59.5386129676,141.79227268,-8100
58.7469860475,141.827641678,-8150
59.4643616436,141.795590145,-8150
58.3804867496,141.844016453,-7850
59.86041334,141.777895002,-7850
58.4325896606,141.841688554,-7900
59.7994373914,141.780619339,-7900
58.4845816764,141.839365609,-7950
59.7381951517,141.783355573,-7950
58.9583311084,141.818199019,-8300
59.2114329256,141.806890715,-8300
58.5501666534,141.836435347,-8000
59.6727610214,141.786279096,-8000
58.6214001453,141.833252715,-8050
59.6070559997,141.789214722,-8050
57.9684791683,141.862424487,-7000
62.1461946546,141.675768871,-7000
57.8444952008,141.867963951,-6650
63.2584224907,141.626075785,-6650
57.8623384428,141.867166735,-6700
63.1407999631,141.631331027,-6700
57.8801561839,141.866370659,-6750
63.0102543402,141.637163658,-6750
57.8979484717,141.865575719,-6800
62.8099413243,141.646113418,-6800
57.9157153541,141.864781915,-6850
62.5229209512,141.658937165,-6850
57.9334568788,141.863989244,-6900
62.3787529932,141.665378426,-6900
57.9510540754,141.863203021,-6950
62.2740346797,141.670057123,-6950
57.7136846032,141.873808421,-6300
64.6412035852,141.564294685,-6300
57.7330426605,141.872943525,-6350
64.5227790077,141.569585762,-6350
57.752352297,141.872080792,-6400
64.4129804629,141.574491437,-6400
57.7716136798,141.871220216,-6450
64.3018955071,141.579454588,-6450
57.790725881,141.870366304,-6500
64.1863031562,141.584619123,-6500
57.8087320221,141.86956181,-6550
64.0349291047,141.591382345,-6550
57.8266264099,141.868762309,-6600
63.4674115423,141.61673839,-6600
57.586595184,141.879486633,-6000
66.1301103128,141.497772012,-6000
57.6173392995,141.878113021,-6050
65.7557772664,141.51449679,-6050
57.6359867197,141.877279875,-6100
65.3727613553,141.531609509,-6100
57.6553182238,141.876416165,-6150
65.0980539491,141.543883126,-6150
57.6748225539,141.875544734,-6200
64.9139611647,141.552108184,-6200
57.6942779572,141.874675488,-6250
64.769413808,141.558566397,-6250
57.554418878,141.880924234,-5950
66.479662333,141.482154422,-5950
58.0516156948,141.858710041,-7200
61.6347446017,141.698619882,-7200
58.11401172,141.855922257,-7350
61.2583448362,141.715436999,-7350
58.093210907,141.856851614,-7300
61.39887816,141.709158129,-7300
58.0724122323,141.857780875,-7250
61.5289749895,141.703345549,-7250
58.8046106574,141.825067075,-8200
59.3900618586,141.798909776,-8200
58.3294229791,141.846297925,-7800
59.9216261396,141.775160083,-7800
58.8677094116,141.822247894,-8250
59.3006712243,141.802903649,-8250
58.2778420176,141.848602504,-7700
60.0608274943,141.768940724,-7700
58.2537499162,141.849678912,-7650
60.149283752,141.764988598,-7650
58.2296500219,141.850755668,-7600
60.2550688711,141.760262238,-7600
58.2055423338,141.851832773,-7550
60.4298463079,141.752453379,-7550
58.1814268509,141.852910225,-7500
60.7275936517,141.739150364,-7500
58.157303572,141.853988026,-7450
60.9462158599,141.72938257,-7450
58.1348253638,141.854992327,-7400
61.112553834,141.721950777,-7400
57.9892388953,141.861496966,-7050
62.003283381,141.682153985,-7050
58.3019181026,141.847526812,-7750
59.9913692546,141.77204404,-7750
58.0100290273,141.860568087,-7100
61.8592892702,141.68858748,-7100
58.0308212935,141.859639112,-7150
61.7407373039,141.693884248,-7150
72.4424107677,141.215745546,-5300
72.7266235298,141.20304724,-5300
53.1265149651,142.078757988,-4350
53.4518445552,142.064222629,-4350
54.2500359225,142.028560339,-4350
56.5347250118,141.926483006,-4350
54.7790565988,142.004924291,-3850
54.8040486521,142.003807675,-3850
55.3064021371,141.981363087,-3850
56.1869321334,141.942022,-3850
54.4473455121,142.019744769,-4250
56.4765294472,141.929083119,-4250
54.6436704806,142.01097319,-4000
56.305428358,141.936727722,-4000
54.4855004525,142.018040049,-4200
56.4441534484,141.930529642,-4200
54.5235013335,142.016342212,-4150
56.4089896933,141.932100719,-4150
52.962712898,142.08607648,-4400
53.601926737,142.057517126,-4400
53.9167003732,142.043453395,-4400
56.5622407753,141.925253633,-4400
55.3705988151,141.978494852,-3800
56.1415087069,141.944051467,-3800
55.5177491098,141.971920343,-3700
56.0200301988,141.94947899,-3700
55.4311867079,141.975787853,-3750
56.0960862553,141.946080891,-3750
54.374986891,142.02297767,-4300
56.5056270358,141.927783071,-4300
54.688728243,142.00896006,-3950
56.2697402334,141.938322227,-3950
54.7337848245,142.006946983,-3900
55.082553199,141.991364405,-3900
55.1721942744,141.987359343,-3900
56.2289529649,141.940144557,-3900
-0.200286182315,144.461339328,-4350
50.17706751,142.210535974,-4350
-0.975836851757,144.495990057,-4400
50.3356484737,142.203450756,-4400
-2.01037907654,144.542212237,-4450
50.5070297444,142.195793634,-4450
-2.45653715976,144.562146077,-4500
50.6501109714,142.189400926,-4500
52.6553859485,142.099807501,-4500
56.6129543527,141.922987808,-4500
0.828485912221,144.415374951,-4300
50.0819436292,142.214786002,-4300
1.70609544193,144.376164347,-4250
49.9880722595,142.218980069,-4250
3.43602035886,144.298873252,-4000
49.562748697,142.237983046,-4000
3.27670153309,144.305991438,-4050
49.6503052091,142.23407112,-4050
3.1004920082,144.31386428,-4100
49.7353006276,142.23027362,-4100
2.51065923687,144.340217344,-4150
49.8201570149,142.226482333,-4150
2.10783604161,144.35821503,-4200
49.9042110737,142.222726892,-4200
4.70608521538,144.242128187,-3650
48.6752486432,142.277635548,-3650
4.48887630844,144.251832836,-3700
48.8958420159,142.267779684,-3700
4.29403473705,144.260538137,-3750
49.0350982684,142.261557872,-3750
4.08762328635,144.269760368,-3800
49.1571952046,142.256102719,-3800
3.94428311291,144.276164645,-3850
49.2683733912,142.251135403,-3850
3.79190024189,144.28297294,-3900
49.3725858162,142.246479309,-3900
3.60971029048,144.291112982,-3950
49.475033405,142.241902066,-3950
6.64927428705,144.15530869,-3300
11.6650282696,143.931210458,-3300
34.2791777744,142.92083576,-3300
44.8487819778,142.448597763,-3300
6.57950750536,144.158425791,-3350
11.7165671016,143.928907761,-3350
34.009061708,142.932904241,-3350
45.135933031,142.435768178,-3350
6.49738324383,144.162095011,-3400
11.7683942494,143.926592183,-3400
33.4752756382,142.956753201,-3400
45.3359002794,142.426833867,-3400
6.39075900153,144.166858862,-3450
11.8175344297,143.924396655,-3450
32.8941750157,142.982716121,-3450
45.5693249608,142.416404715,-3450
45.7629570732,142.407753451,-3450
47.377077879,142.335636353,-3450
6.20813419274,144.175018332,-3500
11.8668195465,143.922194652,-3500
32.7391109751,142.989644208,-3500
47.6613512808,142.322935338,-3500
5.6469997475,144.200089186,-3550
11.9161231879,143.919991821,-3550
27.6248303159,143.2181445,-3550
28.8370080606,143.163985766,-3550
32.6281680374,142.994601013,-3550
47.9483841616,142.310111033,-3550
5.06269094438,144.226195445,-3600
11.9668062191,143.91772736,-3600
27.5544706837,143.221288089,-3600
28.8731556936,143.16237073,-3600
32.5382929911,142.998616529,-3600
48.2976094509,142.294508041,-3600
7.00571871251,144.139383155,-2950
11.2333460819,143.950497532,-2950
6.94891809026,144.141920943,-3000
11.3053786014,143.9472792,-3000
35.7100066039,142.856907941,-3000
43.626815602,142.503193843,-3000
6.9024200131,144.143998425,-3050
11.3799753203,143.943946303,-3050
35.5286669422,142.865009993,-3050
43.7979634112,142.495547152,-3050
6.85592084182,144.146075955,-3100
11.4431826665,143.94112227,-3100
35.336864038,142.87357953,-3100
43.9836896663,142.487249112,-3100
6.80376207066,144.14840635,-3150
11.5008047936,143.938547778,-3150
35.1141417562,142.883530511,-3150
44.1756718572,142.478671564,-3150
6.75338717103,144.150657044,-3200
11.5585279029,143.935968775,-3200
34.8905637629,142.893519723,-3200
44.3586190196,142.470497691,-3200
6.70202170143,144.152951995,-3250
11.6135402817,143.933510884,-3250
34.6070661071,142.906186079,-3250
44.5802743438,142.460594381,-3250
7.1361507571,144.133555598,-2850
10.9693135003,143.96229421,-2850
7.07093662744,144.136469292,-2900
11.1171061873,143.955690999,-2900
36.3098922399,142.830105728,-2800
42.9836828953,142.531928287,-2800
36.1891130306,142.835502006,-2850
43.1490934587,142.52453793,-2850
36.0435382555,142.842006123,-2900
43.3070994516,142.5174784,-2900
35.8890669874,142.848907725,-2950
43.4766175187,142.509904524,-2950
37.0963140804,142.794969287,-2450
41.8056973339,142.584559353,-2450
36.9876232842,142.799825469,-2500
41.9525693112,142.577997279,-2500
36.8788540868,142.804685154,-2550
42.111393029,142.570901215,-2550
36.7721748085,142.809451464,-2600
42.2794221971,142.563393861,-2600
36.6620677851,142.814370921,-2650
42.4606096214,142.555298611,-2650
36.5515257917,142.819309813,-2700
42.6526904749,142.546716655,-2700
36.4301032729,142.824734834,-2750
42.8243932723,142.539045168,-2750
37.7094432395,142.767575367,-2100
37.9165628338,142.758321497,-2100
39.2389043157,142.699240771,-2100
41.0200030699,142.619663287,-2100
37.6065405602,142.772172943,-2150
38.0457671902,142.752548792,-2150
39.1600213614,142.702765172,-2150
41.1661889059,142.613131869,-2150
37.5369939475,142.775280207,-2200
38.1545709783,142.747687562,-2200
39.0627396672,142.707111609,-2200
41.2679343698,142.608585996,-2200
37.4712792088,142.778216267,-2250
38.3452060102,142.739170203,-2250
38.9710668353,142.711207448,-2250
41.3699913963,142.604026203,-2250
37.3945055947,142.781646426,-2300
41.4722501787,142.599457396,-2300
37.3064536138,142.785580489,-2350
41.5747722422,142.594876826,-2350
37.2094002737,142.789916723,-2400
41.6774003904,142.590291516,-2400
7.76003460184,144.105681172,-2650
10.4173072513,143.986957226,-2650
7.82319080622,144.102859424,-2600
10.3303062902,143.990844331,-2600
8.07478526812,144.091618467,-2450
9.03771167539,144.048596001,-2450
9.6003052589,144.023459954,-2450
10.0614783763,144.002855259,-2450
7.49598948739,144.11747841,-2700
7.5973349228,144.11295041,-2700
7.69687408661,144.108503112,-2700
10.5017007243,143.983186621,-2700
7.34212697802,144.124352813,-2750
10.6101283539,143.978342197,-2750
7.23192577094,144.129276479,-2800
10.7599865854,143.9716467,-2800
7.9125062083,144.098868912,-2550
10.2467043894,143.99457957,-2550
8.00540722174,144.0947182,-2500
10.1717783496,143.997927181,-2500
-8.6173628887,144.837404823,-4700
